mal_id,title,type,score,members,genres,tags
33708,Baku Tech! Bakugan Gachi Special,ONA,5.43,1348,Action,Strategy Game
33710,Run & Roll,Movie,4.26,621,Avant Garde,
33712,Bikini Warriors OVA,OVA,5.55,19629,Comedy|Fantasy|Ecchi|Action|Adventure,Parody|dark elf|elf|magic
33720,Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer,Movie,6.6,7740,Action|Comedy|Sports,CGDCT|Military|School|Gag Humor|school clubs|combat|friendship|tank warfare
33723,Mahou Shoujo? Naria☆Girls Nama de Anime wo Tsukuru Sama,ONA,5.45,890,Comedy,Mahou Shoujo
33724,Monster Strike The Movie: Hajimari no Basho e,Movie,6.69,5102,Action|Fantasy,Video Game
33726,Saiyuuki Reload Blast,TV,7.21,43447,Action|Adventure|Comedy|Drama|Supernatural|Fantasy|Horror,Mythology|bishounen|magic|Martial Arts|dragon|gunfights|swordplay|Super Power|demon|contemporary fantasy|Gag Humor|violence|plot continuity|stereotypes|angst|politics|crime|disaster|alcohol|dystopia|tragedy|end of the world|thievery|large breasts
33728,Chain Chronicle: Haecceitas no Hikari Part 1,Movie,7.05,25947,Action|Adventure|Fantasy,swordplay|high fantasy|war
33729,Chain Chronicle: Haecceitas no Hikari Part 2,Movie,7.07,17904,Action|Adventure|Fantasy,swordplay|high fantasy|war
33730,Chain Chronicle: Haecceitas no Hikari Part 3,Movie,7.09,16630,Action|Adventure|Fantasy,swordplay|high fantasy|war
33731,Gabriel DropOut,TV,7.43,484871,Comedy|Supernatural|Gourmet|Fantasy|Slice of Life,CGDCT|Mythology|School|high school|magic|angel|dragon|demon|Gag Humor|medium awareness|school clubs|nudity|violence|pantsu|ecchi|religion|shougi|Christianity
33733,Inazuma Eleven: Ares no Tenbin,TV,6.69,47311,Sports|Action,Super Power|Team Sports|association football
33737,Megaton-kyuu Musashi,TV,6.43,17889,Sci-Fi,Mecha|School
33739,Tian Xin Ge Ge,TV,6.46,657,Comedy,Historical
33741,Kidou Keisatsu Patlabor: Reboot,Movie,6.5,7356,Comedy|Sci-Fi|Action,Adult Cast|Mecha|Workplace|robot|piloted robot|law and order|police|special squads|real robot|hard science fiction
33743,Fuuka,TV,6.52,318139,Drama|Romance|Ecchi|Slice of Life,Love Polygon|Music|School|musical band|high school|idol|coming of age|parental abandonment|social media
33746,Anitore! XX: Hitotsu Yane no Shita de,TV,5.57,16478,Sports,ecchi|training
33753,Tian Xin Ge Ge 2nd Season,TV,6.29,446,Comedy,Historical
33755,Ma Shen,ONA,5.88,1937,Drama,Strategy Game
33757,Shuang Yue Zhi Cheng,ONA,5.97,872,Sci-Fi,Military|cyberpunk|police
33758,Wu Geng Ji,ONA,7.25,6333,Action|Fantasy,Historical|Martial Arts
33759,Feng Wei Ying Xiong,ONA,6.23,712,Action|Fantasy,
33760,Shen Ming Zhi Zhou,ONA,6.15,1292,Adventure|Fantasy,
33761,Qui Shui Yi Yun,ONA,5.69,1474,Horror|Mystery|Supernatural,
33764,Ying Xiong Bie Nao,ONA,6.11,517,Action|Fantasy,
33771,Cheating Craft,TV,5.37,73783,Action|Comedy,School|high school
33776,"Watashitachi, Luck Logic-bu! 2",ONA,5.6,2296,Comedy,School|Strategy Game
33777,Yodomi no Sawagi,Movie,5.8,1251,Avant Garde|Award Winning|Drama,violence|angst|murder
33783,Godzilla 1: Kaijuu Wakusei,Movie,6.43,67785,Action|Adventure|Sci-Fi,small breasts|alien|Mecha|space travel|power suit|sex|nudity|unrequited love|tragedy
33788,Marginal#4: Kiss kara Tsukuru Big Bang,TV,6.64,17866,Comedy,Idols (Male)|Music|School
33789,Peeping Life x Sanyo,ONA,5.58,495,Comedy,
33791,Warui no wo Taose!! Salaryman Man,ONA,4.98,836,Comedy,Parody
33795,Mahou Shoujo Nante Mou Ii desu kara. Second Season,TV,6.15,14774,Comedy|Gourmet,Mahou Shoujo|ghost|contemporary fantasy|Gag Humor|violence|board games|henshin|ecchi|parental abandonment|deconstruction|torture
33797,ID-0,TV,6.55,23158,Sci-Fi|Action|Adventure,Mecha|Space|pirate|robot|space travel|piloted robot|crime
33801,Shiguang Guiyu,ONA,5.11,1449,Drama|Supernatural,
33803,Sengoku Choujuu Giga: Kou,TV,5.84,6704,Supernatural|Comedy,Historical|Mythology|Samurai
33808,Girlfriend (Note),ONA,6.04,4170,,Music|School
33811,Teekyuu 8,TV,6.68,16812,Comedy,fishing|absurdist humour|medium awareness|nudity|tennis|pantsu|ecchi|School
33814,Ao Oni The Animation,TV,5.12,23073,Comedy|Horror,Gore|super deformed
33818,Amanchu!: Yakusoku no Natsu to Atarashii Omoide no Koto,OVA,7.35,16967,Slice of Life|Comedy|Sports,Iyashikei|School|swimming|high school|super deformed|friendship
33820,Ao Oni The Animation (Movie),Movie,4.03,8585,Horror|Mystery,
33828,Yume Kakeru Kougen: Kiyosato no Chichi Paul Rusch,Movie,6.04,761,,Historical
33834,Sin: Nanatsu no Taizai,TV,5.76,171393,Action|Adventure|Fantasy|Erotica|Gourmet|Girls Love|Horror|Romance,magic|angel|demon|performance
33835,PJ Berri no Mogumogu Munyamunya,TV,5.6,694,Comedy,
33836,Seiren,TV,6.3,257817,Romance|Comedy,Harem|School|high school|cosplaying|ecchi|friendship
33839,Alice in Deadly School,OVA,5.17,20122,,School
33840,Kabuki-bu!,TV,6.67,21473,Comedy,Performing Arts|School|bishounen|school clubs|plot continuity|performance|angst|friendship|the arts|parental abandonment
33843,Matsubara-kun: Mackie E no Ouen Message,ONA,4.99,313,Comedy,
33845,Free! Movie 1: Timeless Medley - Kizuna,Movie,7.64,55697,Sports|Boys Love|Romance,School|swimming|bishounen|high school|school clubs|plot continuity|friendship|training|rivalry
33846,Garo: Guren no Tsuki - Yurugaro,TV,5.59,1480,Comedy|Fantasy,Parody
33850,Nil Admirari no Tenbin,TV,6.69,44428,Romance|Supernatural,Historical|Reverse Harem|bishounen|contemporary fantasy
33855,Show By Rock!! x Joysound,ONA,5.45,2410,Comedy|Action,Music|juujin|musical band|Gag Humor|plot continuity|Anthropomorphic
33858,Kissaten Soudou,ONA,5.19,372,Comedy,
33859,Chicken Papa,ONA,4.24,3158,Comedy,
33860,Saru Kani Gassen (Yokoku),ONA,5.0,405,,Historical
33861,Nani no Yaku ni Mo Tatanai Karappona Hanashi,ONA,4.82,377,Comedy,
33862,Chichi Kaeru,ONA,5.39,332,Drama,
33863,Cakes,ONA,4.85,483,Comedy,
33867,Kabi Usagi (2016),ONA,5.15,446,Comedy,
33870,Kabi Usagi,ONA,5.17,367,Comedy,
33883,Chao You Bing,ONA,5.34,6130,Comedy|Fantasy,Parody
33889,Saredo Tsumibito wa Ryuu to Odoru,TV,5.82,57798,Action|Drama|Fantasy|Sci-Fi,dragon
33899,IDOLiSH7,TV,7.7,78957,Drama,Idols (Male)|Music|bishounen|idol|performance|friendship|the arts
33915,Kitty-chan wo Sagase! Toyama-shi Stamp Rally,ONA,5.08,730,Comedy,
33925,Hua Jianghu: Bu Liang Ren II,ONA,6.38,1401,Action|Adventure|Drama|Romance,Historical|Martial Arts
33926,Quanzhi Gaoshou,ONA,7.85,394123,Action|Fantasy|Adventure,Video Game|Vampire|bishounen|magic|zombie|Martial Arts|bishoujo|ninja|gunfights|swordplay|friendship|conspiracy|training|social media|goblin
33929,Boku no Hero Academia: Sukue! Kyuujo Kunren!,OVA,7.21,195038,Action|Comedy,School|Super Power|medium awareness|Parody|superhero|training|Survival|rivalry
33933,Yasamura Yasashi no Yasashii Sekai,TV,5.7,1263,Comedy,
33934,Trigger-chan,ONA,6.2,12891,Action,
33936,JA Kumamoto Keizairen,ONA,5.9,567,,Music
33945,Taka no Tsume x Megane Super,ONA,5.35,398,,Samurai
33948,Hinako Note,TV,6.8,114126,Slice of Life|Gourmet|Girls Love|Comedy|Romance,CGDCT|Performing Arts|all-girls school|small breasts|high school|cosplaying|absurdist humour|super deformed|Gag Humor|school clubs|unrequited love|performance|pantsu|ecchi|friendship|School|the arts|large breasts
33949,Oshiete! Galko-chan: Natsuyasumi tte Hontou desu ka?,OVA,7.04,31784,Comedy|Slice of Life,toilet humour|ecchi|large breasts
33950,Black Clover: Jump Festa 2016 Special,OVA,6.76,46442,Action|Comedy|Fantasy,
33958,Robber's Company,ONA,5.83,529,Comedy,
33966,Yume Oukoku to Nemureru 100-nin no Oujisama,TV,5.88,20808,Adventure|Fantasy,Isekai|Reverse Harem|predominantly male cast
33969,Shuangsheng Lingtan,ONA,7.1,15044,Mystery,Psychological
33970,Girls & Panzer: Saishuushou Part 1,Movie,8.0,59130,,CGDCT|School|tank warfare
33972,Cyphers,ONA,5.82,3469,Action,
33975,3-nen D-gumi Glass no Kamen,TV,4.71,2840,Comedy,Parody|School|super deformed
33978,0-sen Hayato Pilot,OVA,5.7,588,,Historical|Military
33983,Onihei,TV,7.37,43664,Action|Drama|Comedy|Romance|Slice of Life,Adult Cast|Historical|Samurai|Detective|bishounen|swordplay|toilet humour|sex|nudity|violence|plot continuity|mafia|angst|friendship|crime|revenge|alcohol|law and order|tragedy|coming of age|police|special squads|rotten world|working life|gambling|training|murder|infidelity|tone changes|parenting|rivalry|thievery|vandalism|torture|corrupt nobility|large breasts
33985,Bloodivores,TV,5.47,115372,Action|Mystery|Supernatural,Vampire|cyberpunk
33986,Elite Banana Banao,ONA,5.77,799,Comedy,Parody
33988,Demi-chan wa Kataritai,TV,7.51,442594,Comedy|Fantasy|Action|Romance|Slice of Life,School|Urban Fantasy|Vampire|high school|succubus|Super Power|demon|contemporary fantasy|Gag Humor|Parody|toilet humour|nudity|violence|Love Polygon|teacher x student|sexual fantasies|ecchi|Harem|friendship|alcohol|law and order|coming of age|police|working life|deconstruction|large breasts
34006,Kakuchou Shoujo-kei Trinary,ONA,5.85,29745,Sci-Fi,
34008,Days OVA,OVA,6.99,9116,Sports,School|Team Sports
34009,Tu Bian Yingxiong Baba,ONA,6.92,73276,Comedy|Sci-Fi,alien|Gag Humor|toilet humour|superhero
34012,Isekai Shokudou,TV,7.42,290870,Fantasy|Gourmet|Slice of Life|Action|Adventure|Comedy|Romance,Isekai|juujin|Military|waitress|fairy|mermaid|elf|bishounen|small breasts|magic|dragon|bishoujo|deity|demon|nudity|violence|feudal warfare|plot continuity|henshin|ecchi|Anthropomorphic|friendship|slavery|racism|disaster|religion|alcohol|war|post-war|working life|goblin|large breasts
34013,Hagane Orchestra,TV,5.52,5660,Adventure|Comedy|Girls Love,Parody|Strategy Game|cosplaying|Mecha|absurdist humour|super deformed|Gag Humor|medium awareness|nudity|violence|stereotypes|pantsu|ecchi|friendship|tank warfare
34019,Tsugumomo,TV,7.04,219754,Action|Comedy|Supernatural|Ecchi|Gourmet|Fantasy|Romance|Slice of Life,Harem|School|Detective|middle school|deity|Super Power|religion|Shintoism|Strategy Game
34021,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,Movie,7.9,46488,Action|Adventure|Drama,Adult Cast
34028,Idol Jihen,TV,5.85,16112,Fantasy|Comedy,Idols (Female)|Music|Detective|idol|contemporary fantasy|super deformed|stereotypes|performance|politics|the arts|rotten world|rivalry
34032,King of Prism: Pride the Hero,Movie,7.09,5512,Sports,Idols (Male)|Music
34034,Pokemon Sun & Moon,TV,7.04,132980,Action|Fantasy|Comedy|Sports,School|Strategy Game|fishing|proxy battles
34037,Kitakaze no Kureta Table-kake,Movie,5.65,334,Fantasy,Historical
34038,Umihiko Yamahiko,Movie,5.6,559,Fantasy,Historical
34048,Seoul-yeok,Movie,5.69,9426,Horror|Suspense,zombie|undead
34051,Akiba's Trip The Animation,TV,6.5,161289,Action|Comedy|Fantasy|Ecchi,Parody|Urban Fantasy|cosplaying|pantsu|ecchi
34052,100% Pascal-sensei (TV),TV,6.0,3401,Comedy,
34055,Berserk 2nd Season,TV,6.59,210348,Action|Adventure|Drama|Fantasy|Horror,Military|Psychological|elf|magic|demon|high fantasy|dark fantasy|sex|nudity|violence|tragedy
34060,Dead World,ONA,3.61,2608,Horror,
34076,Uchouten Kazoku 2,TV,8.1,69750,Drama|Supernatural|Action|Fantasy|Comedy|Romance|Slice of Life,Anthropomorphic|magic|Super Power|contemporary fantasy|multiple couples|alcohol|coming of age
34077,Cardfight!! Vanguard G Next,TV,6.82,12886,Action,Strategy Game|proxy battles
34083,Tansa Quest!,ONA,5.3,545,Fantasy,School
34086,Tales of Zestiria the Cross 2nd Season,TV,7.31,170922,Action|Adventure|Fantasy,magic|swordplay|high fantasy
34088,Chiruran: Nibun no Ichi,TV,5.64,8464,Action|Comedy,Historical|absurdist humour|super deformed|Gag Humor|violence|alcohol
34096,Gintama.,TV,8.98,349441,Action|Comedy|Sci-Fi,Gag Humor|Historical|Parody|Samurai
34100,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,Movie,7.94,105889,Action|Fantasy|Sports,magic|archery|battle royale|violence|henshin|School
34102,Sakurada Reset,TV,7.35,156871,Drama|Mystery|Gourmet|Sci-Fi|Fantasy|Romance,School|Super Power|Time Travel|middle school|high school|contemporary fantasy|nudity|unrequited love|Love Polygon|plot continuity|tragedy|coming of age
34104,Knight's & Magic,TV,7.07,293064,Fantasy|Action|Sci-Fi|Romance,Mecha|Reincarnation|School|Military|shota|magic|robot|power suit|piloted robot|plot continuity|disaster|war|air combat|real robot|rivalry|soft science fiction
34106,Kyoukai no Rinne 3rd Season,TV,7.11,24840,Comedy|Supernatural,Mythology|School
34117,Otousan wa Ai no Hito,ONA,6.37,810,Drama,
34118,Pride,ONA,5.49,576,Slice of Life,
34120,Kizuna (ONA),ONA,5.68,640,Drama,
34121,Itsumo Kokoro ni Ho,ONA,5.57,606,Slice of Life,Music
34124,Uobbuchou,ONA,5.13,382,Comedy,
34125,High School Fleet OVA,OVA,7.23,22402,Action|Comedy,Military|School|utopia|CGDCT
34126,Rewrite 2nd Season,TV,7.2,121962,Action|Comedy|Romance|Supernatural|Fantasy,Super Power|Time Travel|contemporary fantasy|violence|plot continuity|angst
34129,Xia Lan,TV,6.04,1243,Action|Adventure|Drama|Fantasy,Historical|Martial Arts
34134,One Punch Man 2nd Season,TV,7.53,1885111,Action|Comedy|Sci-Fi|Fantasy,Adult Cast|Parody|Super Power|cyborg|zombie|robot|Martial Arts|ninja|human enhancement|Mecha|violence|superhero|murder
34136,Orange: Mirai,Movie,7.48,148058,Drama|Romance|Sci-Fi,School|Time Travel
34148,Nyanko Days,TV,6.65,79502,Slice of Life,CGDCT|Pets|juujin|high school|track and field|friendship|School
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaisha,OVA,7.12,113242,Action|Horror|Mystery,Psychological
34156,PePePePengiin,TV,5.33,769,Comedy,
34161,Overlord Movie 1: Fushisha no Ou,Movie,7.63,100159,Action|Adventure|Fantasy|Comedy,Vampire|swordplay|violence
34162,Minikui Ahiru no Ko,Movie,5.83,408,Award Winning,
34167,Cocolors,Movie,6.62,10067,Sci-Fi,ghost|post-apocalyptic|undead
34176,Zero kara Hajimeru Mahou no Sho,TV,7.07,290357,Action|Adventure|Fantasy|Comedy,Anthropomorphic|small breasts|magic|bishoujo|swordplay|nudity|violence|plot continuity|slavery|revenge|murder
34177,Tenshi no 3P!,TV,6.62,70455,Comedy|Ecchi|Romance|Sports,Music|School|fishing|musical band|small breasts|high school|loli|nudity|plot continuity|ecchi|Harem|religion|alcohol|the arts|parental abandonment|Shintoism
34178,Inazuma Eleven: Outer Code,ONA,6.81,9417,Sports,Team Sports
34179,Ima no Watashi ni Dekiru Koto...,ONA,5.74,990,Sci-Fi,
34197,"Trickster: Edogawa Ranpo ""Shounen Tanteidan"" yori OVA",OVA,6.23,7481,Mystery,
34198,Kamisama Minarai: Himitsu no Cocotama Movie - Kiseki wo Okose♪ Tepple to Dokidoki Cocotama-kai,Movie,6.25,829,Fantasy,
34208,Escha Chron,ONA,6.39,8550,Sci-Fi|Slice of Life,CGDCT|Music|the arts
34209,Meiji Tokyo Renka,TV,7.06,64026,Romance|Supernatural,Historical|Reverse Harem|Time Travel|bishounen
34213,Getsuyoubi no Tawawa,ONA,6.4,170892,Slice of Life|Ecchi|Comedy|Romance,lingerie|gigantic breasts|high school|Gag Humor|stereotypes|sexual fantasies|ecchi|friendship|School|alcohol|coming of age|working life|large breasts
34222,Higanjima X,ONA,5.5,1157,Fantasy|Horror,Gore|Vampire
34223,Forest Fairy Five,TV,3.29,4483,Comedy|Fantasy,Music|fairy|Anthropomorphic
34224,Doubutsu Mura no Kodomo-tachi,Movie,5.62,295,Slice of Life,
34227,Belle to Kaijuu Ouji,Movie,6.86,1157,Fantasy,Historical
34244,Crayon Shin-chan Movie 25: Shin-chan Shuurai! Uchuujin Shiriri,Movie,7.1,4354,Adventure|Comedy|Sci-Fi,alien|Gag Humor|toilet humour|humanoid alien
34257,Cinderella Girls Gekijou,TV,6.55,20614,Comedy|Action|Slice of Life,Idols (Female)|Detective|cosplaying|robot|idol|absurdist humour|super deformed|tennis|golf|Music|the arts|post-apocalyptic|working life
34262,Oushitsu Kyoushi Heine,TV,7.46,156556,Comedy|Slice of Life,Historical|bishounen
34277,"New Game! Watashi, Shain Ryokou tte Hajimete nanode...",OVA,7.4,79236,Comedy,Adult Cast|CGDCT
34279,Grancrest Senki,TV,7.24,348190,Action|Adventure|Drama|Fantasy|Romance,Military|magic|sex|violence|politics|war|guerilla warfare
34280,Gamers!,TV,6.72,701884,Comedy|Romance|Sports,Love Polygon|School|Video Game|billiards|high school|super deformed|Gag Humor|school clubs|nudity|board games|multiple couples|unrequited love|pantsu|ecchi|friendship|table tennis|Strategy Game|bowling
34281,High School DxD Hero,TV,7.23,558889,Action|Comedy|Romance|Supernatural|Ecchi|Fantasy,Harem|School|high school|magic|angel|dragon|deity|demon|contemporary fantasy|Gag Humor|school clubs|henshin|religion|Christianity
34284,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,TV,7.74,49525,Drama,Mahou Shoujo
34286,KiyaKiya,Movie,5.83,469,Avant Garde,Music
34289,Schoolgirl Strikers: Animation Channel,TV,5.73,21302,Action|Sci-Fi,School|all-girls school|henshin|friendship|skiing
34290,Kirakira☆Precure A La Mode,TV,7.39,16705,Action|Gourmet|Comedy,Mahou Shoujo|middle school|Super Power|plot continuity|baking|henshin|School
34292,Kamigami no Ki,TV,5.92,1412,Comedy|Supernatural,Historical|deity|Anthropomorphic
34299,Digimon Adventure tri. 4: Soushitsu,Movie,7.28,63653,Action|Adventure|Comedy|Drama|Fantasy|Romance,high school|friendship|proxy battles
34300,Quanzhi Fashi,ONA,7.17,153953,Action|Fantasy|Comedy,School|magic|training
34302,Precure Dream Stars! Movie,Movie,7.17,5079,Action|Comedy,Mahou Shoujo
34304,PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,Movie,7.21,2526,Slice of Life,Idols (Female)|Music|School
34307,Ring ni Kakero 1 Pilot,OVA,6.05,651,Sports|Action,Combat Sports|boxing|combat
34310,Tamagotchi Movie: Tanpen Himitsu no Otodoke Daisakusen!,Movie,5.85,637,,Racing
34314,Crayon Shin-chan Gaiden: Omocha Wars,ONA,6.68,2286,Action|Comedy|Ecchi,
34332,Hulaing Babies,TV,6.16,4933,Slice of Life,Performing Arts
34337,Ikemen Sengoku: Toki wo Kakeru ga Koi wa Hajimaranai,TV,6.25,9445,Romance|Comedy|Sports,Historical|bishounen|Time Travel|super deformed|tennis
34338,Lost Song,TV,6.93,54028,Drama|Fantasy,Music|idol|violence|plot continuity|angst|disaster|the arts|war|end of the world
34340,Hikoichi Tonchi Banashi,Movie,5.79,288,,Historical
34346,Pig: Oka no Ue no Dam Keeper,ONA,6.97,1071,Fantasy|Slice of Life,Anthropomorphic
34349,Diamond no Ace: Second Season OVA,OVA,7.62,12683,Sports,School|Team Sports
34350,Alice to Zouroku,TV,7.11,125694,Adventure|Mystery|Action|Fantasy|Comedy|Slice of Life,Super Power|contemporary fantasy|violence|plot continuity|tragedy|rotten world|parenting
34358,Ocha-ken: Hotto Monogatari,TV,6.02,548,Slice of Life,
34368,Vatican Kiseki Chousakan,TV,6.4,49922,Drama|Mystery|Supernatural,
34371,Taka no Tsume x Ballad Katte ni Senden Movie,ONA,5.13,470,Comedy,Parody
34372,Cofun Gal no Coffy Campus Life: Intro,ONA,5.24,383,Comedy,Parody
34374,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,Movie,7.72,16720,Drama|Action|Fantasy,Mahou Shoujo|elementary school|Super Power|contemporary fantasy|henshin|ecchi|friendship|School|disaster|tragedy|post-apocalyptic
34375,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,Movie,7.95,16210,Drama|Action|Fantasy,Mahou Shoujo|elementary school|Super Power|contemporary fantasy|henshin|ecchi|friendship|School|disaster|tragedy|post-apocalyptic
34376,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,Movie,8.11,17019,Drama|Action|Fantasy,Mahou Shoujo|elementary school|Super Power|contemporary fantasy|henshin|ecchi|friendship|School|disaster|tragedy|post-apocalyptic
34382,Citrus,TV,6.43,558928,Drama|Girls Love|Romance|Slice of Life,School|all-girls school|high school|delinquent|bishoujo|nudity|Love Polygon|stereotypes|angst|tragedy|coming of age|parental abandonment|corrupt nobility
34383,Netsuzou TRap,TV,5.3,174694,Drama|Girls Love,netorare|basketball|multiple couples|blackmail|School|infidelity
34389,Koro-sensei Quest!,ONA,7.02,57156,Comedy,absurdist humour|super deformed|Gag Humor|medium awareness|Parody
34391,Kidou Senshi Gundam Thunderbolt 2nd Season,ONA,7.31,26448,Drama|Sci-Fi,Mecha|Military|Space
34392,One Room,TV,5.59,136521,Slice of Life|Gourmet|Romance,pantsu|ecchi
34393,Room Mate,TV,4.73,29071,Slice of Life|Gourmet|Romance,bishounen|nudity|stereotypes|Reverse Harem|ecchi|friendship|alcohol|rivalry
34394,Yuuki Yuuna wa Yuushabu Shozoku,Movie,6.43,5427,Comedy,
34402,Love Kome: We Love Rice,TV,4.74,12185,Comedy|Gourmet,Parody|School|bishounen|idol|Anthropomorphic
34403,Hajimete no Gal,TV,6.27,600029,Comedy|Romance|Ecchi,Harem|School|wrestling|high school|nudity|plot continuity|sexual fantasies|pantsu|angst|ecchi|bowling|large breasts
34409,Chuuko Video-ya no Onna Tenin X,ONA,5.25,930,Comedy,Workplace
34410,Balala Xiao Mo Xian: Feiyue Cai Ling Bao,TV,6.04,1240,Comedy,Mahou Shoujo
34411,Taishou Mebiusline: Chicchai-san,TV,4.75,13603,Supernatural|Boys Love|Action|Romance|Slice of Life,Historical|Military|bishounen|gunfights|swordplay|super deformed|violence|plot continuity|stereotypes|angst|friendship|alcohol|tragedy|coming of age|war|rotten world
34414,Nanbaka 2,ONA,7.5,144020,Action|Comedy|Drama,
34420,Isekai Izakaya: Koto Aitheria no Izakaya Nobu,ONA,7.52,52070,Gourmet|Fantasy|Comedy|Romance|Slice of Life,Adult Cast|Isekai|Workplace|Military|dragon|deity|Gag Humor|Parody|violence|feudal warfare|unrequited love|blackmail|friendship|crime|religion|alcohol|law and order|tragedy|rotten world|working life|training|tone changes|black humour|Shintoism|thievery
34422,Two Tea Two,Movie,4.8,505,Avant Garde,
34423,Spring has come!,ONA,5.16,429,,Music
34427,Frame Arms Girl,TV,6.46,36273,Sci-Fi|Action|Comedy,Mecha|android|robot|nudity|ecchi|proxy battles
34428,Overlord Movie 2: Shikkoku no Eiyuu,Movie,7.7,96860,Action|Adventure|Fantasy|Comedy,Vampire|swordplay|violence
34430,Meitantei Conan Movie 21: Karakurenai no Love Letter,Movie,7.7,36505,Action|Drama|Mystery|Romance|Sports,Detective|Historical|karuta|sudden girlfriend appearance|unrequited love|Love Polygon|murder|rivalry|Strategy Game
34436,Age of Obscure: Boubaku Jidai,Movie,5.29,646,Avant Garde,
34437,Code Geass: Fukkatsu no Lelouch,Movie,7.91,345472,Drama|Sci-Fi|Action|Romance,Mecha|Military|Super Power|bishounen|robot|piloted robot|violence|plot continuity|war
34438,Code Geass: Hangyaku no Lelouch I - Koudou,Movie,7.89,114307,Sci-Fi|Action|Suspense|Romance,Mecha|Military|School|Super Power|high school|cyborg|human enhancement|piloted robot|school clubs|school dormitory|plot continuity|politics|racism|revenge|tragedy|chess|war|murder|real robot|terrorism|student government
34439,Code Geass: Hangyaku no Lelouch II - Handou,Movie,7.65,83637,Sci-Fi|Action|Suspense|Romance,Mecha|Military|School|Super Power|bishounen|high school|maid|cyborg|human enhancement|piloted robot|school clubs|school dormitory|violence|plot continuity|politics|racism|revenge|tragedy|dark-skinned girl|chess|war|murder|real robot|terrorism|student government
34440,Code Geass: Hangyaku no Lelouch III - Oudou,Movie,7.97,104821,Sci-Fi|Action|Suspense|Romance,Mecha|Military|School|Super Power|bishounen|high school|maid|cyborg|human enhancement|piloted robot|school clubs|school dormitory|violence|plot continuity|politics|racism|revenge|tragedy|dark-skinned girl|chess|war|murder|real robot|terrorism|student government
34443,Baki,ONA,7.31,480808,Sports|Action|Romance,Combat Sports|Martial Arts|nudity|violence|combat
34445,Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,TV,7.72,45545,Drama|Action|Fantasy,Mahou Shoujo|contemporary fantasy
34449,The Reflection,TV,5.12,30549,Action|Sci-Fi,Super Power|robot|idol|Mecha|power suit|violence|plot continuity|stereotypes|Music|the arts|parental abandonment|superhero
34451,Kekkai Sensen & Beyond,TV,7.77,476884,Action|Fantasy|Sci-Fi|Comedy,Super Power|Urban Fantasy|Vampire|disaster
34455,Princess Connect!,ONA,6.29,9713,Fantasy,
34464,Gijinka de Manabo!,ONA,5.32,1320,Comedy|Sci-Fi,
34465,Ao no Exorcist: Kyoto Fujouou-hen OVA,OVA,7.09,76517,Action|Supernatural,Mythology
34467,Yami Shibai 4,TV,5.82,32478,Avant Garde|Horror|Supernatural,ghost|undead
34471,Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,Movie,7.01,2808,Supernatural,Mythology
34472,Geki Drive,ONA,5.0,448,Action,Racing
34474,Tsukipro The Animation,TV,6.76,19063,,Idols (Male)|Music|predominantly male cast
34475,Monster Strike: Rain of Memories,ONA,6.37,3352,Action|Fantasy,Video Game
34480,Shokugeki no Souma: Ni no Sara OVA,OVA,7.45,176928,Gourmet|Ecchi|Comedy,School|high school|super deformed|school clubs|school dormitory|ecchi|boarding school|rivalry|student government
34489,Cinderella Girls Gekijou: 5-shuunen Kinen Short Anime,ONA,5.91,2312,Comedy|Action|Slice of Life,Detective|cosplaying|robot|idol|absurdist humour|super deformed|tennis|golf|Music|the arts|post-apocalyptic|working life
34494,Sakura Quest,TV,7.41,162332,Slice of Life|Sci-Fi|Adventure|Comedy,Adult Cast|Workplace|musical band|Mecha|power suit|Parody|satire|violence|plot continuity|performance|Music|friendship|politics|the arts|coming of age|journalism|working life|economics|social media
34497,Death March kara Hajimaru Isekai Kyousoukyoku,TV,6.43,559602,Adventure|Fantasy|Action|Comedy|Romance,Harem|juujin|Detective|elf|magic|dragon|swordplay|Super Power|demon|sex|nudity|violence|sudden girlfriend appearance|Love Polygon|plot continuity|performance|ecchi|slavery|conspiracy|working life
34498,"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",Movie,6.11,230188,Romance|Sci-Fi|Fantasy|Comedy,swimming|Time Travel|nudity|violence|Love Polygon|angst|friendship|School|coming of age
34501,Kenka Banchou Otome: Girl Beats Boys,TV,6.43,90338,Action|Gourmet,Crossdressing|Delinquents|Martial Arts|School|bishounen|high school|idol|violence|plot continuity|stereotypes|performance|mafia|angst|friendship|crime|tragedy|coming of age|rotten world|rivalry
34502,Inazma Delivery,TV,6.31,1759,Action|Comedy|Sci-Fi,
