userID,holdout_animeID,train_anime_ids,profile_size,user_level,popularity_rank,latent_svd_rank,hybrid_rank,hybrid_top10_anime_ids,candidate_pool_size,holdout_title,train_titles,hybrid_top10_titles,case_type
1887,36474,30|47|199|223|323|527|550|813|849|1535|1564|1565|1575|1735|2001|2251|2904|5081|5231|6702,118,Regular Fan,2,1,1,36474|40496|1118|40046|1122|23327|288|10798|31327|34086,101,Sword Art Online: Alicization,Shinseiki Evangelion | Akira | Sen to Chihiro no Kamikakushi | Dragon Ball | Mousou Dairinin | Pokemon | Yu☆Gi☆Oh! | Dragon Ball Z,"Sword Art Online: Alicization | Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou | Pokemon Movie 03: Kesshoutou no Teiou Entei | Id:Invaded | Pokemon Movie 07: Rekkuu no Houmonsha Deoxys | Space☆Dandy 2nd Season | Bakuten Shoot Beyblade | Un-Go | Shokugeki no Souma OVA | Tales of Zestiria the Cross 2nd Season",both_hit
1891,37623,1|5|30|32|47|164|180|181|199|205|227|237|256|268|323|392|431|433|437|512,117,Regular Fan,44,16,16,1119|6|1430|1735|8129|33161|12113|2034|34514|34962,101,Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,"Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Akira | Mononoke Hime | Vandread | Vandread: The Second Stage",Pokemon Movie 04: Celebi Toki wo Koeta Deai | Trigun | Lupin III: Cagliostro no Shiro | Naruto: Shippuuden | Kuragehime | Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA | Berserk: Ougon Jidai-hen II - Doldrey Kouryaku | Lovely★Complex | Pokemon Generations | Digimon Adventure tri. 5: Kyousei,both_miss
1911,6707,1|6|22|24|30|57|59|71|72|73|121|134|136|170|180|198|199|202|205|226,149,Regular Fan,2,2,2,44|6707|2508|225|9367|6288|5781|6030|31240|181,101,Kuroshitsuji II,Cowboy Bebop | Trigun | Tennis no Oujisama | School Rumble | Shinseiki Evangelion | Beck | Chobits | Full Metal Panic!,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen | Kuroshitsuji II | Genshiken 2 | Dragon Ball GT | Freezing | Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer | Isekai no Seikishi Monogatari | Needless | Re:Zero kara Hajimeru Isekai Seikatsu | Vandread: The Second Stage,both_hit
1913,3655,20|24|67|71|72|73|98|104|106|120|121|123|124|136|137|138|146|147|177|195,69,Explorer,11,1,1,3655|27|245|401|3358|3375|23673|21855|1568|6098,101,Nabari no Ou,Naruto | School Rumble | Basilisk: Kouga Ninpou Chou | Full Metal Panic! | Full Metal Panic? Fumoffu | Full Metal Panic! The Second Raid | Mai-HiME | Ayashi no Ceres,Nabari no Ou | Trinity Blood | Great Teacher Onizuka | Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen | Kure-nai | Kirepapa. | Ookami Shoujo to Kuro Ouji | Hanamonogatari | Sumomomo Momomo: Chijou Saikyou no Yome | Sora no Manimani,hybrid_win
1928,1847,1|5|19|24|30|33|47|64|66|114|169|199|226|227|245|263|265|323|357|387,80,Explorer,17,3,3,31478|9074|1847|32998|165|19685|3389|36565|3931|4618,101,Rec: Yurusarezarumono,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Monster | School Rumble | Shinseiki Evangelion | Kenpuu Denki Berserk | Akira | Rozen Maiden,Bungou Stray Dogs | Arakawa Under the Bridge x Bridge | Rec: Yurusarezarumono | 91 Days | RahXephon | Kanojo ga Flag wo Oraretara | Bus Gamer | Major 2nd | Initial D Battle Stage 2 | RideBack,hybrid_win
1933,1195,50|76|77|477|849|962|1530|1915|2001|2026|2167|2563|2593|3090|3297|3652|3782|3783|3927|4181,35,Casual Viewer,4,3,3,2966|9253|1195|443|519|6791|34561|444|31933|25777,101,Zero no Tsukaima,Aa! Megami-sama! (TV) | Mahou Shoujo Lyrical Nanoha | Mahou Shoujo Lyrical Nanoha A's | Aria the Animation | Suzumiya Haruhi no Yuuutsu | Aria the Natural | Kanon (2006) | Mahou Shoujo Lyrical Nanoha StrikerS,Ookami to Koushinryou | Steins;Gate | Zero no Tsukaima | Onegai☆Teacher: Himitsu na Futari | Mahoraba: Heartful Days | Kanokon: Manatsu no Dai Shanikusai | Re:Creators | Maria-sama ga Miteru: Haru | JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai | Shingeki no Kyojin Season 2,both_hit
1941,8918,44|45|46|199|226|232|356|371|372|401|530|740|853|1691|2867|4224|5081|7053|7054|7411,357,Dedicated Fan,31,4,5,14829|11319|38062|21877|8918|30458|33372|1571|12059|9442,101,Princess Lover! OVA,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen | Rurouni Kenshin: Meiji Kenkaku Romantan | Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka | Sen to Chihiro no Kamikakushi | Elfen Lied | Cardcaptor Sakura | Fate/stay night | Cardcaptor Sakura Movie 1,"Fate/kaleid liner Prisma☆Illya | Zero no Tsukaima F | Endro~! | High Score Girl | Princess Lover! OVA | Tokyo Ghoul: ""Jack"" | Overlord: Ple Ple Pleiades - Nazarick Saidai no Kiki | Ghost Hunt | Otome Dori | Bust to Bust: Chichi wa Chichi ni",hybrid_win
1943,27899,11757|13601|16498|22319|35760|36511|38000,7,Newcomer,1,1,1,27899|20785|40540|14397|41353|14967|20031|34281|23327|20431,101,Tokyo Ghoul √A,Sword Art Online | Psycho-Pass | Shingeki no Kyojin | Tokyo Ghoul | Shingeki no Kyojin Season 3 | Tokyo Ghoul:re | Kimetsu no Yaiba,Tokyo Ghoul √A | Mahouka Koukou no Rettousei | Sword Art Online: Alicization - War of Underworld 2nd Season | Chihayafuru 2 | The God of High School | Boku wa Tomodachi ga Sukunai Next | D-Frag! | High School DxD Hero | Space☆Dandy 2nd Season | Hoozuki no Reitetsu,both_hit
1953,28927,33|71|72|121|269|512|1210|1535|1575|2001|2025|2904|3588|3702|4224|4654|4975|5081|5682|6114,174,Regular Fan,3,1,1,28927|32867|32281|37430|8425|8861|4063|9330|114|535,101,Owari no Seraph: Nagoya Kessen-hen,Kenpuu Denki Berserk | Full Metal Panic! | Full Metal Panic? Fumoffu | Fullmetal Alchemist | Bleach | Majo no Takkyuubin | NHK ni Youkoso! | Death Note,Owari no Seraph: Nagoya Kessen-hen | Bungou Stray Dogs 2nd Season | Kimi no Na wa. | Tensei shitara Slime Datta Ken | Gosick | Yosuga no Sora | Sekirei | Dragon Crisis! | Sakigake!! Cromartie Koukou | Slayers Next,both_hit
1967,6880,15|20|43|71|72|73|121|136|137|138|139|164|199|205|226|269|356|384|395|430,358,Dedicated Fan,1,1,1,6880|18153|60|4896|10419|32071|10073|186|1594|10075,101,Deadman Wonderland,Eyeshield 21 | Naruto | Koukaku Kidoutai | Full Metal Panic! | Full Metal Panic? Fumoffu | Full Metal Panic! The Second Raid | Fullmetal Alchemist | Hunter x Hunter,Deadman Wonderland | Kyoukai no Kanata | Chrno Crusade | Umineko no Naku Koro ni | Menkui! | Gantz:O | Seikon no Qwaser II | Initial D Second Stage | Jigoku Shoujo Futakomori | Naruto x UT,both_hit
2006,227,20|199|223|269|813|849|918|1535|1575|1604|1686|2889|2904|4382|5680|6675|6746|7311|7674|7791,101,Regular Fan,2,5,5,30015|36896|39195|36563|227|33487|8425|10278|32648|31442,101,FLCL,Naruto | Sen to Chihiro no Kamikakushi | Dragon Ball | Bleach | Dragon Ball Z | Suzumiya Haruhi no Yuuutsu | Gintama | Death Note,ReLIFE | Boku no Hero Academia the Movie 1: Futari no Hero | Beastars | Megalo Box | FLCL | Masamune-kun no Revenge | Gosick | The iDOLM@STER | Handa-kun | Musaigen no Phantom World,both_hit
2013,740,164|199|431|513|523|530|532|552|572|597|855|874|996|1239|3457|4752|9756|11981|12355|16498,39,Casual Viewer,6,1,1,740|2397|18115|1719|12477|1709|35756|18229|7791|15451,101,Bishoujo Senshi Sailor Moon R,Mononoke Hime | Sen to Chihiro no Kamikakushi | Howl no Ugoku Shiro | Tenkuu no Shiro Laputa | Tonari no Totoro | Bishoujo Senshi Sailor Moon | Bishoujo Senshi Sailor Moon S | Digimon Adventure,Bishoujo Senshi Sailor Moon R | Digimon Adventure: Bokura no War Game! | Magi: The Kingdom of Magic | Rozen Maiden: Ouvertüre | Sakasama no Patema | Pokemon: Mewtwo! Ware wa Koko ni Ari | Comic Girls | Gatchaman Crowds | K-On!! | High School DxD New,both_hit
2016,401,6|24|44|45|57|68|71|72|73|120|136|147|167|180|181|202|227|267|270|317,37,Casual Viewer,17,3,3,1210|240|401|23289|11633|14345|4981|34103|4107|371,101,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,Trigun | School Rumble | Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen | Rurouni Kenshin: Meiji Kenkaku Romantan | Beck | Black Cat | Full Metal Panic! | Full Metal Panic? Fumoffu,NHK ni Youkoso! | Genshiken | Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen | Gekkan Shoujo Nozaki-kun | Blood Lad | Btooom! | Casshern Sins | Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen | Tengen Toppa Gurren Lagann Movie 1: Gurren-hen | Cardcaptor Sakura Movie 1,hybrid_win
2056,59,121|226|552|587|855|1535|1818|2993|5114|5356|5680|6547|9736|11111,14,Newcomer,2,1,1,59|3299|139|35760|39565|15315|32526|6171|731|38333,101,Chobits,Fullmetal Alchemist | Elfen Lied | Digimon Adventure | Hanbun no Tsuki ga Noboru Sora | Strawberry Panic | Death Note | Claymore | Rosario to Vampire,Chobits | H2O: Footprints in the Sand | Hunter x Hunter: Greed Island Final | Shingeki no Kyojin Season 3 | Boku no Hero Academia the Movie 2: Heroes:Rising | Mondaiji-tachi ga Isekai kara Kuru Sou desu yo? | Love Live! Sunshine!! | Saint Seiya: The Lost Canvas - Meiou Shinwa | Interstella5555: The 5tory of The 5ecret 5tar 5ystem | Gochuumon wa Usagi desu ka?? Sing for You,both_hit
2081,9253,30|47|199|223|226|431|523|528|552|597|813|874|1117|1132|1535|1575|2001|2167|2397|2904,133,Regular Fan,1,1,1,9253|24765|18153|1482|5231|323|5909|32930|24543|187,101,Steins;Gate,Shinseiki Evangelion | Akira | Sen to Chihiro no Kamikakushi | Dragon Ball | Elfen Lied | Howl no Ugoku Shiro | Tonari no Totoro | Pokemon Movie 01: Mewtwo no Gyakushuu,Steins;Gate | Gakkougurashi! | Kyoukai no Kanata | D.Gray-man | Inazuma Eleven | Mousou Dairinin | Seitokai no Ichizon | Fairy Tail OVA (2016) | Persona 3 the Movie 3: Falling Down | Initial D Third Stage,both_hit
2083,298,15|20|27|48|98|225|228|300|317|408|813|821|873|1225|1361|3931,16,Newcomer,19,2,3,442|5300|298|31964|4672|4618|75|523|807|31163,101,.hack//Tasogare no Udewa Densetsu,Eyeshield 21 | Naruto | Trinity Blood | .hack//Sign | Mai-HiME | Dragon Ball GT | Jigoku Shoujo | 3x3 Eyes,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo! | Zoku Natsume Yuujinchou | .hack//Tasogare no Udewa Densetsu | Boku no Hero Academia | Koukaku Kidoutai 2.0 | RideBack | Soukyuu no Fafner: Dead Aggressor | Tonari no Totoro | Tsubasa Chronicle: Torikago no Kuni no Himegimi | Dimension W,hybrid_win
2084,16498,189|190|191|192|3247|3455|5042|5667|6547|6702|6880|9919|9982|10793|11061|11617|11757|12049|12729|13601,32,Casual Viewer,1,1,1,16498|23755|15583|11759|5277|30484|27991|6707|1240|165,101,Shingeki no Kyojin,Love Hina | Love Hina Again | Love Hina Christmas Special: Silent Eve | Love Hina Haru Special: Kimi Sakura Chiru Nakare!! | Love Hina Final Selection | To LOVE-Ru | Kiss x Sis | To LOVE-Ru OVA,Shingeki no Kyojin | Nanatsu no Taizai | Date A Live | Accel World | Sekirei: Pure Engagement | Steins;Gate 0 | K: Return of Kings | Kuroshitsuji II | Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki | RahXephon,both_hit
2109,936,15|16|20|24|25|28|33|49|50|53|59|62|63|64|65|79|102|105|114|121,476,Dedicated Fan,3,1,1,936|10589|191|34096|8514|5593|3653|10893|32828|7596,101,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,Eyeshield 21 | Hachimitsu to Clover | Naruto | School Rumble | Sunabouzu | Yakitate!! Japan | Kenpuu Denki Berserk | Aa! Megami-sama!,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo! | Naruto: Shippuuden Movie 5 - Blood Prison | Love Hina Christmas Special: Silent Eve | Gintama. | Break Blade Movie 2: Ketsubetsu no Michi | Dogs: Bullets & Carnage | Kurogane no Linebarrels | Kyousou Giga | Amaama to Inazuma | Haiyoru! Nyaruani,both_hit
2180,39026,20|33|226|269|813|896|897|898|899|900|901|902|903|905|906|985|986|1535|1575|1604,131,Regular Fan,8,3,3,36511|1889|39026|10218|30885|3652|443|10686|22429|38572,101,Dumbbell Nan Kilo Moteru?,Naruto | Kenpuu Denki Berserk | Elfen Lied | Bleach | Dragon Ball Z | Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen | Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu | Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,Tokyo Ghoul:re | Higurashi no Naku Koro ni Kai | Dumbbell Nan Kilo Moteru? | Berserk: Ougon Jidai-hen I - Haou no Tamago | Noragami Aragoto OVA | Higurashi no Naku Koro ni Rei | Onegai☆Teacher: Himitsu na Futari | Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!! | Itadaki! Seieki♥ | Assassins Pride,both_hit
2231,4744,223|225|528|813|894|895|896|898|899|900|901|903|905|906|985|986|1117|1118|1119|1122,93,Explorer,7,13,13,38397|38659|10897|6951|10578|26023|6791|2158|4874|14131,101,Akaneiro ni Somaru Saka,Dragon Ball | Dragon Ball GT | Pokemon Movie 01: Mewtwo no Gyakushuu | Dragon Ball Z | Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!! | Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu | Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen | Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,Nande Koko ni Sensei ga!? | Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru | Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi | Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna | C³ | Haiyore! Nyaruko-san F | Kanokon: Manatsu no Dai Shanikusai | Terra e... (TV) | Pokemon: Pikachu no Fuyuyasumi | Girls & Panzer,hybrid_failure_vs_popularity
2278,2236,30|32|43|199|437|467|801|1090|1091|1943|2129|2418|2759|3784|4224|4672|9756|10719|11887|11981,27,Casual Viewer,2,1,1,2236|28677|35848|433|20853|11179|2724|1365|10119|38000,101,Toki wo Kakeru Shoujo,"Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Koukaku Kidoutai | Sen to Chihiro no Kamikakushi | Perfect Blue | Koukaku Kidoutai: Stand Alone Complex | Koukaku Kidoutai: Stand Alone Complex 2nd GIG | Kidou Senshi Gundam I","Toki wo Kakeru Shoujo | Yamada-kun to 7-nin no Majo | Promare | Kumo no Mukou, Yakusoku no Basho | Hitsugi no Chaika | Papa no Iukoto wo Kikinasai! | Daicon Opening Animations | Meitantei Conan Movie 06: Baker Street no Bourei | Seitokai Yakuindomo OVA | Kimetsu no Yaiba",both_hit
2298,8795,323|589|874|2605|2961|4224|10162|12355|15051|16498|18679|19111|24997|25777|27989|28725|28851|31798|31988|31989,32,Casual Viewer,5,1,1,8795|31500|1519|2251|98|3655|3226|24133|4196|31914,101,Panty & Stocking with Garterbelt,Mousou Dairinin | Ginga Nagareboshi Gin | Digimon Tamers | Sayonara Zetsubou Sensei | Digimon Adventure Movie | Toradora! | Usagi Drop | Ookami Kodomo no Ame to Yuki,Panty & Stocking with Garterbelt | High School Fleet | Black Lagoon: The Second Barrage | Baccano! | Mai-HiME | Nabari no Ou | Major S4 | Taimadou Gakuen 35 Shiken Shoutai | Ikkitousen: Great Guardians | Shoujo-tachi wa Kouya wo Mezasu,both_hit
2312,40483,1|30|32|223|237|329|387|477|790|813|875|934|962|1210|1530|1575|1689|1889|2001|2167,153,Regular Fan,16,6,6,30276|4789|34973|37497|5958|40483|35507|898|1142|7193,101,Murenase! Seton Gakuen,"Cowboy Bebop | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Dragon Ball | Koukyoushihen Eureka Seven | Planetes | Haibane Renmei | Aria the Animation",One Punch Man | ef: A Tale of Melodies. | Love Live! Sunshine!! 2nd Season | Irozuku Sekai no Ashita kara | Sora no Otoshimono | Murenase! Seton Gakuen | Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e | Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou | Hachimitsu to Clover II | Aoi Bungaku Series,hybrid_win
2316,16067,20|47|136|164|199|223|225|287|288|356|431|461|481|513|523|527|550|813|934|1535,386,Dedicated Fan,2,3,3,20787|36896|16067|29854|18753|9982|34544|39534|10681|13939,101,Nagi no Asu kara,Naruto | Akira | Hunter x Hunter | Mononoke Hime | Sen to Chihiro no Kamikakushi | Dragon Ball | Dragon Ball GT | Grappler Baki (TV),Black Bullet | Boku no Hero Academia the Movie 1: Futari no Hero | Nagi no Asu kara | Ushio to Tora (TV) | Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA | Fairy Tail OVA | Koutetsujou no Kabaneri Movie 3: Unato Kessen | Jibaku Shounen Hanako-kun | Blood-C: The Last Dark | Accel World EX,both_hit
2335,1689,30|64|65|66|101|149|150|226|227|270|322|433|437|457|469|601|659|690|849|934,34,Casual Viewer,1,1,1,1689|202|21603|10161|50|9712|35203|298|21881|897,101,Byousoku 5 Centimeter,Shinseiki Evangelion | Rozen Maiden | Rozen Maiden: Träumend | Azumanga Daiou The Animation | Air | Loveless | Blood+ | Elfen Lied,Byousoku 5 Centimeter | Wolf's Rain | Mekakucity Actors | No.6 | Aa! Megami-sama! (TV) | Maria†Holic Alive | Isekai wa Smartphone to Tomo ni. | .hack//Tasogare no Udewa Densetsu | Sword Art Online II | Dragon Ball Z Movie 04: Super Saiyajin da Son Gokuu,both_hit
2364,2904,6|30|80|81|90|134|227|889|1519|1535|1575|1887|2251|2273|2605|3231|8074,17,Newcomer,1,1,1,2904|3228|59|32189|208|1117|50|4550|11633|35222,101,Code Geass: Hangyaku no Lelouch R2,Trigun | Shinseiki Evangelion | Kidou Senshi Gundam | Kidou Senshi Gundam: Dai 08 MS Shoutai | Shin Kidou Senki Gundam Wing | Gunslinger Girl | FLCL | Black Lagoon,Code Geass: Hangyaku no Lelouch R2 | Zoku Sayonara Zetsubou Sensei | Chobits | Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen | R.O.D: Read or Die | Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan | Aa! Megami-sama! (TV) | Hyakko | Blood Lad | Gakuen Babysitters,both_hit
2460,10793,1|30|33|47|79|223|227|245|250|339|431|790|813|1292|1575|1691|1735|2001|2476|2904,146,Regular Fan,1,1,1,10793|36946|136|35712|12403|30123|2494|22123|16005|17875,101,Guilty Crown,Cowboy Bebop | Shinseiki Evangelion | Kenpuu Denki Berserk | Akira | Shuffle! | Dragon Ball | FLCL | Great Teacher Onizuka,Guilty Crown | Dragon Ball Super: Broly | Hunter x Hunter | Boku no Kanojo ga Majimesugiru Sho-bitch na Ken | Yuru Yuri♪♪ | Akagami no Shirayuki-hime | Goshuushou-sama Ninomiya-kun | Inugami-san to Nekoyama-san | Zettai Karen Children: The Unlimited - Hyoubu Kyousuke | Papa no Iukoto wo Kikinasai! OVA,both_hit
2473,10087,121|226|356|853|1482|1575|2167|2904|3588|5081|6702|8074|9253|9919|10620|11061|11111|11617|11741|11757,61,Explorer,1,1,1,10087|13759|14289|395|143|54|877|14941|7559|18523,101,Fate/Zero,Fullmetal Alchemist | Elfen Lied | Fate/stay night | Ouran Koukou Host Club | D.Gray-man | Code Geass: Hangyaku no Lelouch | Clannad | Code Geass: Hangyaku no Lelouch R2,Fate/Zero | Sakura-sou no Pet na Kanojo | Suki tte Ii na yo. | Gantz 2nd Stage | Kannazuki no Miko | Appleseed (Movie) | Nana | AKB0048: Next Stage | Fate/stay night TV Reproduction | Senyuu. 2,both_hit
2514,8460,1|20|227|578|813|889|1519|1535|1689|3588|4901|5081|5114|6547|7785|9253|9260|9969|10033|10162,89,Explorer,10,7,7,9919|37520|6746|32901|18897|7472|8460|10790|905|31680,101,Mirai Nikki,Cowboy Bebop | Naruto | FLCL | Hotaru no Haka | Dragon Ball Z | Black Lagoon | Black Lagoon: The Second Barrage | Death Note,Ao no Exorcist | Dororo | Durarara!! | Eromanga-sensei | Nisekoi | Gintama Movie 1: Shinyaku Benizakura-hen | Mirai Nikki | Kore wa Zombie desu ka? of the Dead | Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta | Super Lovers,both_hit
2519,10521,1|5|24|30|31|59|64|66|71|72|102|121|136|157|164|182|199|205|223|227,96,Explorer,3,3,3,65|37491|10521|28025|36882|40056|20709|19163|32189|4981,101,Working'!!,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | School Rumble | Shinseiki Evangelion | Shinseiki Evangelion Movie: Shi to Shinsei | Chobits | Rozen Maiden | Azumanga Daiou The Animation,Rozen Maiden: Träumend | Gintama. Shirogane no Tamashii-hen - Kouhan-sen | Working'!! | Tsukimonogatari | Arifureta Shokugyou de Sekai Saikyou | Deca-Dence | Sabage-bu! | Date A Live II | Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen | Casshern Sins,both_hit
2543,6974,64|65|98|134|164|198|199|228|279|326|356|369|430|431|514|523|572|578|585|793,85,Explorer,10,1,1,6974|5060|4789|486|9314|2386|531|19775|7465|5074,101,Seikimatsu Occult Gakuin,Rozen Maiden | Rozen Maiden: Träumend | Mai-HiME | Gunslinger Girl | Mononoke Hime | Speed Grapher | Sen to Chihiro no Kamikakushi | Jigoku Shoujo,Seikimatsu Occult Gakuin | Hetalia Axis Powers | ef: A Tale of Melodies. | Kino no Tabi: The Beautiful World | Fractale | One Piece: Yume no Soccer Ou! | Bishoujo Senshi Sailor Moon R: The Movie | Sidonia no Kishi | Eve no Jikan (Movie) | Tetsuwan Birdy Decode:02,both_hit
2566,38408,138|160|356|889|1195|1519|1535|1575|2476|2904|2993|3503|4063|4654|4999|5042|5081|5277|5682|5781,174,Regular Fan,2,1,1,38408|777|18689|37078|13659|16904|39555|28755|38759|37446,101,Boku no Hero Academia 4th Season,"Hunter x Hunter: Greed Island | Ima, Soko ni Iru Boku | Fate/stay night | Black Lagoon | Zero no Tsukaima | Black Lagoon: The Second Barrage | Death Note | Code Geass: Hangyaku no Lelouch",Boku no Hero Academia 4th Season | Hellsing Ultimate | Diamond no Ace | Quanzhi Gaoshou Specials | Ore no Imouto ga Konnani Kawaii Wake ga Nai. | K: Missing Kings | Baki: Dai Raitaisai-hen | Boruto: Naruto the Movie | Sewayaki Kitsune no Senko-san | Hyakuren no Haou to Seiyaku no Valkyria,both_hit
2569,2759,120|199|226|247|249|476|512|513|523|552|587|779|859|874|1132|1313|1364|1365|1368|1369,132,Regular Fan,3,3,3,853|14735|2759|21085|8675|1119|17513|30127|35073|40815,101,Evangelion Movie 1: Jo,Fruits Basket | Sen to Chihiro no Kamikakushi | Elfen Lied | Harukanaru Toki no Naka de: Hachiyou Shou | InuYasha | Ginban Kaleidoscope | Majo no Takkyuubin | Tenkuu no Shiro Laputa,Ouran Koukou Host Club | Meitantei Conan Movie 17: Zekkai no Private Eye | Evangelion Movie 1: Jo | Witch Craft Works | Seitokai Yakuindomo | Pokemon Movie 04: Celebi Toki wo Koeta Deai | Diabolik Lovers | Danchigai | Overlord II | Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,both_hit
2596,21647,47|164|199|323|416|431|512|513|523|572|597|934|1530|1689|1943|2034|2167|2476|2611|2751,123,Regular Fan,8,1,1,21647|433|1|24893|22135|37396|6408|3731|12137|41433,101,Tamako Love Story,Akira | Mononoke Hime | Sen to Chihiro no Kamikakushi | Mousou Dairinin | Kurenai no Buta | Howl no Ugoku Shiro | Majo no Takkyuubin | Tenkuu no Shiro Laputa,"Tamako Love Story | Kumo no Mukou, Yakusoku no Basho | Cowboy Bebop | Sidonia no Kishi: Daikyuu Wakusei Seneki | Ping Pong the Animation | Shikioriori | ""Bungaku Shoujo"" Movie | Itazura na Kiss | Robotica*Robotics | Akudama Drive",both_hit
2615,5081,1|24|135|240|245|269|270|322|356|431|457|578|587|846|849|853|918|934|1535|1575,121,Regular Fan,1,1,1,5081|10793|10162|1726|4015|38826|25517|19021|9745|39195,101,Bakemonogatari,Cowboy Bebop | School Rumble | Hikaru no Go | Genshiken | Great Teacher Onizuka | Bleach | Hellsing | Paradise Kiss,Bakemonogatari | Guilty Crown | Usagi Drop | Devil May Cry | School Rumble San Gakki | Tenki no Ko | Magic Kaito 1412 | Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie | Sengoku Basara Movie: The Last Party | Beastars,both_hit
2625,30276,20|45|269|1535|1698|1735|3455|4224|4477|5042|5114|5680|5690|6547|7593|7791|9919|10110|11061|11617,78,Explorer,1,1,1,30276|32105|1887|889|16|5941|4789|16067|34984|2787,101,One Punch Man,Naruto | Rurouni Kenshin: Meiji Kenkaku Romantan | Bleach | Death Note | Nodame Cantabile | Naruto: Shippuuden | To LOVE-Ru | Toradora!,One Punch Man | Sousei no Onmyouji | Lucky☆Star | Black Lagoon | Hachimitsu to Clover | Cross Game | ef: A Tale of Melodies. | Nagi no Asu kara | Koi wa Ameagari no You ni | Shakugan no Shana II (Second),both_hit
2635,12445,199|431|523|550|853|1482|1535|2167|3457|4181|4224|7054|9989|10620|10793|11285|11757|11771|15085|16498,32,Casual Viewer,4,100,100,14227|16592|14345|27655|31757|37396|1965|1506|35241|21189,101,Tasogare Otome x Amnesia,Sen to Chihiro no Kamikakushi | Howl no Ugoku Shiro | Tonari no Totoro | Yu☆Gi☆Oh! | Ouran Koukou Host Club | D.Gray-man | Death Note | Clannad,"Tonari no Kaibutsu-kun | Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation | Btooom! | Aldnoah.Zero Part 2 | Kizumonogatari II: Nekketsu-hen | Shikioriori | Sola | Meitantei Conan Movie 10: Tantei-tachi no Requiem | Konohana Kitan | Wake Up, Girls! Shichinin no Idol",hybrid_failure_vs_popularity
