userID,holdout_animeID,train_anime_ids,profile_size,user_level,popularity_rank,metadata_rank,graph_rank,people_staff_rank,item_knn_rank,latent_svd_rank,full_hybrid_rank,tuned_hybrid_rank,level_tuned_hybrid_rank,example_method,product_hybrid_top12_anime_ids,candidate_pool_size,holdout_title,train_titles,product_hybrid_top12_titles,case_type
4363416,32182,323|1050|1292|3588|6114|11061|12413|16498|22535|23755|25183|25777|26441|32998|34443|34599|35120|36563|36946|37779,22,Beginner,2,5,2,13,10,2,3,3,3,level_tuned_product_hybrid,38524|38671|32182|41619|31933|467|6444|801|3420|58511|464|36039,101,Mob Psycho 100,Mousou Dairinin | Bobobo-bo Bo-bobo | Afro Samurai | Soul Eater | Rainbow: Nisha Rokubou no Shichinin | Hunter x Hunter (2011) | Jormungand | Shingeki no Kyojin,Shingeki no Kyojin Season 3 Part 2 | Enen no Shouboutai | Mob Psycho 100 | Munou na Nana | JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai | Koukaku Kidoutai: Stand Alone Complex | Tegamibachi | Koukaku Kidoutai: Stand Alone Complex 2nd GIG | Shigofumi | Nanatsu no Taizai: Mokushiroku no Yonkishi 2nd Season | One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima | A.I.C.O. Incarnation,both_hit
4417765,431,30|269|853|1535|9919|11061|11617|11757|16498|17513|20507|22319|23755|24833|26243|28223|28825|28851|30016|30757,57,Casual,2,8,7,74,18,1,1,2,2,level_tuned_product_hybrid,34599|431|34566|50549|53613|49363|34300|8129|40333|33094|11761|28621,101,Howl no Ugoku Shiro,Shinseiki Evangelion | Bleach | Ouran Koukou Host Club | Death Note | Ao no Exorcist | Hunter x Hunter (2011) | High School DxD | Sword Art Online,Made in Abyss | Howl no Ugoku Shiro | Boruto: Naruto Next Generations | Bubble | Dead Mount Death Play | SK∞ OVA: Extra Part | Quanzhi Fashi | Kuragehime | Uzumaki | WWW.Working!! | Medaka Box | Subete ga F ni Naru,both_hit
4446388,16239,1|21|199|249|460|1195|1535|1604|1689|3588|4224|4898|5114|6421|6702|6707|7785|9253|9756|9919,74,Casual,24,40,6,11,30,7,8,7,7,level_tuned_product_hybrid,14741|20021|14349|47257|28607|59226|16239|743|33047|38707|17391|36483,101,One Piece: Episode of Luffy - Hand Island no Bouken,Cowboy Bebop | One Piece | Sen to Chihiro no Kamikakushi | InuYasha | One Piece Movie 02: Nejimaki-jima no Daibouken | Zero no Tsukaima | Death Note | Katekyou Hitman Reborn!,Chuunibyou demo Koi ga Shitai! | Sword Art Online: Extra Edition | Little Witch Academia | Shinigami Bocchan to Kuro Maid | Hetalia: The World Twinkle | Ao no Exorcist: Yosuga-hen | One Piece: Episode of Luffy - Hand Island no Bouken | Umi ga Kikoeru | Fate/Extra: Last Encore | RobiHachi | Senyuu. Specials | B-Project: Zecchou*Emotion,hybrid_win
4530909,25777,20|1535|1735|4224|5114|9989|11061|13759|16498|20583|28223|30015|30276|31043|31798|35507|37450|38000|38524,19,Beginner,1,1,5,1,2,1,1,1,1,level_tuned_product_hybrid,25777|11887|8074|33|42625|20787|32542|239|6707|170|552|54714,101,Shingeki no Kyojin Season 2,Naruto | Death Note | Naruto: Shippuuden | Toradora! | Fullmetal Alchemist: Brotherhood | Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. | Hunter x Hunter (2011) | Sakura-sou no Pet na Kanojo,Shingeki no Kyojin Season 2 | Kokoro Connect | Highschool of the Dead | Kenpuu Denki Berserk | Heion Sedai no Idaten-tachi | Black Bullet | Sakamoto desu ga? | Gankutsuou | Kuroshitsuji II | Slam Dunk | Digimon Adventure | Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,both_hit
4719151,23273,5081|11597|15689|16498|17074|17895|25777|33352|34933|35760|35849|37086|37450|38329|38524|40028|40748|44511|46569|48561,26,Beginner,2,7,1,8,1,1,1,1,1,level_tuned_product_hybrid,23273|30831|35240|5680|40392|21995|16894|21473|25835|51680|38297|1536,101,Shigatsu wa Kimi no Uso,Bakemonogatari | Nisemonogatari | Nekomonogatari: Kuro | Shingeki no Kyojin | Monogatari Series: Second Season | Golden Time | Shingeki no Kyojin Season 2 | Violet Evergarden,"Shigatsu wa Kimi no Uso | Kono Subarashii Sekai ni Shukufuku wo! | Princess Principal | K-On! | Runway de Waratte | Ao Haru Ride | Kuroko no Basket 2nd Season | Persona 3 the Movie 2: Midsummer Knight's Dream | Shirobako | Cool Doji Danshi | Maou-sama, Retry! | Busou Renkin",both_hit
4720689,38759,20|21|225|356|1292|1575|1735|4898|6922|7054|10087|10620|10793|11617|11741|11757|13667|14741|14813|15451,157,Fan,8,17,6,14,4,2,2,2,2,level_tuned_product_hybrid,37450|38759|48406|37095|51781|40102|3470|1604|39569|4814|39071|19021,101,Sewayaki Kitsune no Senko-san,Naruto | One Piece | Dragon Ball GT | Fate/stay night | Afro Samurai | Code Geass: Hangyaku no Lelouch | Naruto: Shippuuden | Kuroshitsuji,"Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai | Sewayaki Kitsune no Senko-san | Re-Main | Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou | Boku no Hero Academia (ONA) | Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka? Namiuchigiwa no Okaasan wa Suki desu ka? | Special A | Katekyou Hitman Reborn! | Sora no Aosa wo Shiru Hito yo | Junjou Romantica 2 | Machikado Mazoku | Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie",both_hit
4907233,52505,934|1887|10620|10793|11111|16417|16498|18153|19815|20507|21603|21647|22319|23755|25777|26243|28623|28675|28851|28927,112,Casual,10,1,1,10,1,3,2,2,2,level_tuned_product_hybrid,39783|52505|4898|51533|21273|35240|3712|31245|36220|433|51562|13535,101,Dark Gathering,Higurashi no Naku Koro ni | Lucky☆Star | Mirai Nikki (TV) | Guilty Crown | Another | Tamako Market | Shingeki no Kyojin | Kyoukai no Kanata,"5-toubun no Hanayome ∬ | Dark Gathering | Kuroshitsuji | Tonikaku Kawaii: Seifuku | Gochuumon wa Usagi desu ka? | Princess Principal | Zero no Tsukaima: Princesses no Rondo | Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai | Itsudatte Bokura no Koi wa 10 cm Datta. | Kumo no Mukou, Yakusoku no Basho | Yuusha, Yamemasu: Kenshuu Ryokou wa Mokuteki wo Miushinau na | Binbougami ga!",both_hit
4922106,40028,20|30|33|543|885|1210|1535|1735|16498|22319|25777|27899|35760|38000|38524|40748|51009,17,Beginner,2,1,3,1,1,1,1,1,1,level_tuned_product_hybrid,40028|37779|392|44059|10568|15059|33028|32262|182|578|54790|5041,101,Shingeki no Kyojin: The Final Season,Naruto | Shinseiki Evangelion | Kenpuu Denki Berserk | Vampire Hunter D (2000) | Tenshi no Tamago | NHK ni Youkoso! | Death Note | Naruto: Shippuuden,Shingeki no Kyojin: The Final Season | Yakusoku no Neverland | Yuu☆Yuu☆Hakusho | Puparia | Kamisama no Memochou | Initial D Fifth Stage | Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen | Renai Boukun | Tenkuu no Escaflowne | Hotaru no Haka | Undead Girl Murder Farce | Guin Saga,both_hit
5054012,39576,21|30|33|47|121|164|199|205|227|268|269|356|431|437|523|578|1575|1735|1818|2001,358,Fan,4,12,3,13,6,3,3,3,3,level_tuned_product_hybrid,31764|44037|39576|31414|25157|22687|40513|30544|58811|45577|57184|34839,101,Goblin Slayer: Goblin's Crown,One Piece | Shinseiki Evangelion | Kenpuu Denki Berserk | Akira | Fullmetal Alchemist | Mononoke Hime | Sen to Chihiro no Kamikakushi | Samurai Champloo,"Nejimaki Seirei Senki: Tenkyou no Alderamin | Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita | Goblin Slayer: Goblin's Crown | Nijiiro Days | Trinity Seven | Terra Formars | Nami yo Kiitekure | Gakusen Toshi Asterisk | Tougen Anki | IDOLiSH7 Third Beat! | Great Pretender: Razbliuto | Sanrio Danshi",both_hit
5105227,427,21|45|65|93|121|154|199|223|232|235|249|322|371|372|392|430|433|450|464|465,92,Casual,25,12,3,6,1,3,2,2,2,level_tuned_product_hybrid,24|427|132|2926|894|17115|50710|49738|2107|39533|5365|34962,101,Kaleido Star,One Piece | Rurouni Kenshin: Meiji Kenkaku Romantan | Rozen Maiden: Träumend | Kidou Senshi Gundam SEED | Fullmetal Alchemist | Shaman King | Sen to Chihiro no Kamikakushi | Dragon Ball,School Rumble | Kaleido Star | GetBackers | Myself; Yourself | Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!! | Pokemon Best Wishes! Season 2: Episode N | Urusei Yatsura (2022) | Heike Monogatari | One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi | Given | Tsumiki no Ie | Digimon Adventure tri. 5: Kyousei,hybrid_win
5163110,25397,68|71|120|121|249|341|356|419|777|853|1195|1536|1575|1606|1691|1840|2025|2104|2167|2904,187,Fan,5,2,2,13,1,2,2,2,2,level_tuned_product_hybrid,10793|25397|17074|10805|14921|9587|1562|74|10800|1686|3956|61196,101,Absolute Duo,Black Cat | Full Metal Panic! | Fruits Basket | Fullmetal Alchemist | InuYasha | Spiral: Suiri no Kizuna | Fate/stay night | Samurai Deeper Kyou,Guilty Crown | Absolute Duo | Monogatari Series: Second Season | Kami nomi zo Shiru Sekai: 4-nin to Idol | RDG: Red Data Girl | Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! | Yamato Nadeshiko Shichihenge♥ | Gakuen Alice | Chihayafuru | Bleach Movie 1: Memories of Nobody | Shakugan no Shana-tan II (Second) | Dead Account,both_hit
5246680,48895,1|5|47|121|164|199|256|269|317|355|430|431|433|512|523|528|572|578|1140|1303,425,Fan,1,2,2,10,29,1,1,1,1,level_tuned_product_hybrid,48895|4382|40571|29317|39017|38481|33142|63130|44275|47163|20057|27631,101,Overlord IV,Cowboy Bebop | Cowboy Bebop: Tengoku no Tobira | Akira | Fullmetal Alchemist | Mononoke Hime | Sen to Chihiro no Kamikakushi | Hoshi no Koe | Bleach,"Overlord IV | Suzumiya Haruhi no Yuuutsu (2009) | Majo no Tabitabi | Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai | Kyokou Suiri | Toaru Kagaku no Railgun T | Re:Zero kara Hajimeru Break Time | Boku no Hero Academia: More | Selection Project | Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita | Space☆Dandy | God Eater",both_hit
5441082,15,30|32|68|164|199|431|849|1033|1195|1535|1575|1691|1840|2025|2159|2904|3712|5040|5081|5530,270,Fan,15,17,2,21,2,2,2,2,2,level_tuned_product_hybrid,13161|15|34881|51064|40230|23383|34161|52193|54632|56980|34430|24701,101,Eyeshield 21,"Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Black Cat | Mononoke Hime | Sen to Chihiro no Kamikakushi | Howl no Ugoku Shiro | Suzumiya Haruhi no Yuuutsu | Sennen Joyuu",Hagure Yuusha no Aesthetica | Eyeshield 21 | Aho Girl | Kuro no Shoukanshi | Housekishou Richard-shi no Nazo Kantei | D-Frag!* | Overlord Movie 1: Fushisha no Ou | Akiba Meido Sensou | Gekai Elise | Karasu wa Aruji wo Erabanai | Meitantei Conan Movie 21: Karakurenai no Love Letter | Mushishi Zoku Shou 2nd Season,hybrid_win
5504543,12893,1|30|185|186|187|205|226|270|356|376|433|578|597|1004|1292|1689|1698|1704|1726|1943,202,Fan,15,74,25,18,4,3,6,6,5,level_tuned_product_hybrid,13125|27775|5682|5177|12893|34662|14407|9926|19193|5065|37442|4918,101,Danshi Koukousei no Nichijou Specials,Cowboy Bebop | Shinseiki Evangelion | Initial D First Stage | Initial D Second Stage | Initial D Third Stage | Samurai Champloo | Elfen Lied | Hellsing,Shinsekai yori | Plastic Memories | Phantom: Requiem for the Phantom | Denpa-teki na Kanojo | Danshi Koukousei no Nichijou Specials | Fate/Apocrypha | Persona 3 the Movie 1: Spring of Birth | Sekaiichi Hatsukoi | Koukaku Kidoutai Arise: Ghost in the Shell - Border:3 Ghost Tears | Detroit Metal City: Birth of the Metal Devil | Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿ | xxxHOLiC Shunmuki,hybrid_win
5555813,36793,21|1195|1575|2025|2904|4224|4898|5355|9513|9919|10793|11061|11757|12031|12175|13601|14075|14749|14813|15315,272,Fan,11,35,4,54,8,4,4,4,4,level_tuned_product_hybrid,34104|51297|38483|36793|56845|40911|34382|16894|24765|14753|10447|32696,101,3D Kanojo: Real Girl,One Piece | Zero no Tsukaima | Code Geass: Hangyaku no Lelouch | Darker than Black: Kuro no Keiyakusha | Code Geass: Hangyaku no Lelouch R2 | Toradora! | Kuroshitsuji | Sengoku Basara,"Knight's & Magic | Ragna Crimson | Ore wo Suki nano wa Omae dake ka yo | 3D Kanojo: Real Girl | Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru | Yuukoku no Moriarty | Citrus | Kuroko no Basket 2nd Season | Gakkougurashi! | Hori-san to Miyamura-kun | Aquarion Evol | Fukigen na Mononokean",both_hit
5558154,30015,19|20|164|199|245|263|264|265|416|431|437|512|523|889|1210|1535|1829|2034|2167|2993,331,Fan,4,4,1,11,13,2,1,1,1,level_tuned_product_hybrid,30015|47917|6547|40417|268|28069|41103|62604|15225|22673|43691|49692,101,ReLIFE,Monster | Naruto | Mononoke Hime | Sen to Chihiro no Kamikakushi | Great Teacher Onizuka | Hajime no Ippo | Hajime no Ippo: Champion Road | Hajime no Ippo: Mashiba vs. Kimura,ReLIFE | Bocchi the Rock! | Angel Beats! | Fruits Basket 2nd Season | Golden Boy | Shigatsu wa Kimi no Uso: Moments | Koi to Yobu ni wa Kimochi Warui | Otaku ni Yasashii Gal wa Inai!? | Hentai Ouji to Warawanai Neko. | Kuroko no Basket 2nd Season NG-shuu | Kageki Shoujo!! | Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,both_hit
5760454,24439,199|329|918|1210|2001|2025|3167|4177|5114|5365|6211|6675|6746|6956|7338|7465|7674|9253|9941|9969,192,Fan,2,4,1,11,2,1,1,1,1,level_tuned_product_hybrid,24439|32902|37379|31327|50710|20903|9000|13409|34103|32360|36904|40752,101,Kekkai Sensen,Sen to Chihiro no Kamikakushi | Planetes | Gintama | NHK ni Youkoso! | Tengen Toppa Gurren Lagann | Darker than Black: Kuro no Keiyakusha | Eve no Jikan | Bounen no Xamdou,Kekkai Sensen | Mahoutsukai no Yome: Hoshi Matsu Hito | Chihayafuru 3 | Shokugeki no Souma OVA | Urusei Yatsura (2022) | Harmonie | Toaru Hikuushi e no Tsuioku | Moyashimon Returns | Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen | Qualidea Code | Aggressive Retsuko (ONA) | Bishounen Tanteidan,both_hit
5834604,23273,15|263|777|1535|1575|1723|1818|2001|2104|2167|2993|3455|4181|4214|5114|5177|5258|6702|7088|9181,94,Casual,1,11,1,4,4,1,1,1,1,level_tuned_product_hybrid,23273|1|48569|20853|3230|14199|16918|40911|1254|144|44961|90,101,Shigatsu wa Kimi no Uso,Eyeshield 21 | Hajime no Ippo | Hellsing Ultimate | Death Note | Code Geass: Hangyaku no Lelouch | Clannad Movie | Claymore | Tengen Toppa Gurren Lagann,Shigatsu wa Kimi no Uso | Cowboy Bebop | 86 Part 2 | Hitsugi no Chaika | Druaga no Tou: The Aegis of Uruk | Oniichan dakedo Ai sae Areba Kankeinai yo ne! | Gin no Saji | Yuukoku no Moriarty | Saint Seiya | Kanon | Platinum End | Shin Kidou Senki Gundam Wing,both_hit
5955836,48583,20|164|199|249|269|442|449|450|451|452|513|578|666|936|1535|1686|1735|2144|2472|2889,215,Fan,1,1,3,1,8,1,1,1,1,level_tuned_product_hybrid,48583|33255|61942|384|30736|53111|34368|37446|53151|15751|49318|11077,101,Shingeki no Kyojin: The Final Season Part 2,Naruto | Mononoke Hime | Sen to Chihiro no Kamikakushi | InuYasha | Bleach | Naruto Movie 1: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo! | InuYasha Movie 4: Guren no Houraijima | InuYasha Movie 2: Kagami no Naka no Mugenjou,Shingeki no Kyojin: The Final Season Part 2 | Saiki Kusuo no Ψ-nan | Vigilante: Boku no Hero Academia Illegals 2nd Season | Gantz | Shingeki no Bahamut: Virgin Soul | Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen | Vatican Kiseki Chousakan | Hyakuren no Haou to Seiyaku no Valkyria | Onmyouji | Senyuu. | Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2 | Hellsing: The Dawn,both_hit
5975456,40834,19|20|24|33|150|226|245|270|356|384|469|770|790|1535|1818|6114|8074|9253|9919|9989,45,Beginner,3,8,8,22,13,2,2,2,2,level_tuned_product_hybrid,30|40834|1594|40911|39534|28621|479|59711|53407|419|3731|6634,101,Ousama Ranking,Monster | Naruto | School Rumble | Kenpuu Denki Berserk | Blood+ | Elfen Lied | Great Teacher Onizuka | Hellsing,Shinseiki Evangelion | Ousama Ranking | Jigoku Shoujo Futakomori | Yuukoku no Moriarty | Jibaku Shounen Hanako-kun | Subete ga F ni Naru | Ueki no Housoku | Shibou Yuugi de Meshi wo Kuu. | Bartender: Kami no Glass | Samurai Deeper Kyou | Itazura na Kiss | Sengoku Basara Ni,both_hit
6016924,54743,19|20|21|136|199|205|269|270|431|512|513|523|777|1535|1575|1735|2025|2890|2904|4155,394,Fan,13,2,4,13,1,1,1,1,1,level_tuned_product_hybrid,54743|8425|54866|39491|38086|34439|48548|10080|60427|40752|33248|50287,101,Dead Mount Death Play Part 2,Monster | Naruto | One Piece | Hunter x Hunter | Sen to Chihiro no Kamikakushi | Samurai Champloo | Bleach | Hellsing,Dead Mount Death Play Part 2 | Gosick | Blue Lock: Episode Nagi | Psycho-Pass 3 | Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram | Code Geass: Hangyaku no Lelouch II - Handou | 5-toubun no Hanayome Movie | Kami nomi zo Shiru Sekai II | Gnosia | Bishounen Tanteidan | K: Seven Stories Movie 1 - R:B - Blaze | Kyuuketsuki Sugu Shinu 2,hybrid_win
6150719,49709,20|30|31|32|47|49|50|53|58|60|62|68|71|72|73|76|77|81|93|94,2058,Veteran,2,2,6,26,94,2,2,3,2,level_tuned_product_hybrid,21431|49709|2025|54616|29829|61943|403|10122|14921|126|14669|16169,101,Fumetsu no Anata e Season 2,"Naruto | Shinseiki Evangelion | Shinseiki Evangelion Movie: Shi to Shinsei | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Akira | Aa! Megami-sama! | Aa! Megami-sama! (TV) | Ai Yori Aoshi",Gokukoku no Brynhildr | Fumetsu no Anata e Season 2 | Darker than Black: Kuro no Keiyakusha | Potion-danomi de Ikinobimasu! | Tamayura: Sotsugyou Shashin Part 2 - Hibiki | Haibara-kun no Tsuyokute Seishun New Game | Hanaukyou Maid-tai | Kowarekake no Orgel Special | RDG: Red Data Girl | Futakoi Alternative | Aura: Maryuuin Kouga Saigo no Tatakai | Choboraunyopomi Gekijou Ai Mai Mii,both_hit
6211646,23321,2001|2104|5114|9253|13759|14741|17265|30307|30831|32843|32937|33674|35330|37033|37976|37999|38691|39198|40046|41389,25,Beginner,5,8,1,6,49,8,4,4,4,level_tuned_product_hybrid,45576|36296|32|23321|31933|32262|4107|978|37497|9982|1690|4214,101,Log Horizon 2nd Season,Tengen Toppa Gurren Lagann | Seto no Hanayome | Fullmetal Alchemist: Brotherhood | Steins;Gate | Sakura-sou no Pet na Kanojo | Chuunibyou demo Koi ga Shitai! | Log Horizon | Monster Musume no Iru Nichijou,"Mushoku Tensei: Isekai Ittara Honki Dasu Part 2 | Hinamatsuri | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Log Horizon 2nd Season | JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai | Renai Boukun | Tengen Toppa Gurren Lagann Movie 1: Gurren-hen | Change!! Getter Robo: Sekai Saigo no Hi | Irozuku Sekai no Ashita kara | Fairy Tail OVA | Bokura no | Rosario to Vampire Capu2",both_hit
6328072,8769,66|240|488|490|527|1195|1210|1722|1813|1840|1887|1888|2034|2508|2963|3225|3455|3712|4472|4811,781,Veteran,5,6,2,4,16,1,1,1,1,level_tuned_product_hybrid,8769|22663|11013|2167|31498|59177|32407|28817|18619|1214|42544|21809,101,Ore no Imouto ga Konnani Kawaii Wake ga Nai,Azumanga Daiou The Animation | Genshiken | Ichigo Mashimaro | Paniponi Dash! | Pokemon | Zero no Tsukaima | NHK ni Youkoso! | Nagasarete Airantou,Ore no Imouto ga Konnani Kawaii Wake ga Nai | Seiken Tsukai no World Break | Inu x Boku SS | Clannad | Pan de Peace! | Kaijuu 8-gou 2nd Season | Clockwork Planet | Mikagura Gakuen Kumikyoku (TV) | Girls & Panzer: Kore ga Hontou no Anzio-sen desu! | Binbou Shimai Monogatari | Kaizoku Oujo | Kenzen Robo Daimidaler,both_hit
6360685,43608,20|121|199|431|1735|2994|5114|11111|11757|12355|14719|16498|16870|20899|22199|22319|23755|27899|28121|28171,60,Casual,1,8,1,7,66,3,3,1,3,level_tuned_product_hybrid,40540|40956|43608|50664|10686|55997|36873|39607|64|60316|55887|23283,101,Kaguya-sama wa Kokurasetai: Ultra Romantic,Naruto | Fullmetal Alchemist | Sen to Chihiro no Kamikakushi | Howl no Ugoku Shiro | Naruto: Shippuuden | Death Note: Rewrite | Fullmetal Alchemist: Brotherhood | Another,"Sword Art Online: Alicization - War of Underworld 2nd Season | Enen no Shouboutai: Ni no Shou | Kaguya-sama wa Kokurasetai: Ultra Romantic | Saihate no Paladin: Tetsusabi no Yama no Ou | Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!! | Guild no Uketsukejou desu ga, Zangyou wa Iya nanode Boss wo Solo Toubatsu Shiyou to Omoimasu | Back Street Girls: Gokudolls | Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki | Rozen Maiden | Busamen Gachi Fighter | Kekkon suru tte, Hontou desu ka | Zankyou no Terror",both_hit
6420838,23847,269|1535|1735|5680|9253|10087|10863|11741|11757|14813|16498|18897|20507|22199|22535|25777|30276|30484|30503|31240,91,Casual,1,11,1,2,3,1,1,1,1,level_tuned_product_hybrid,23847|40221|16592|35120|31580|14345|66|51252|31433|39486|1604|35062,101,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Bleach | Death Note | Naruto: Shippuuden | K-On! | Steins;Gate | Fate/Zero | Steins;Gate: Oukoubakko no Poriomania | Fate/Zero 2nd Season,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku | Kami no Tou | Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation | Devilman: Crybaby | Ajin | Btooom! | Azumanga Daiou The Animation | Spy Kyoushitsu | Ginga Eiyuu Densetsu: Die Neue These - Kaikou | Gintama: The Final | Katekyou Hitman Reborn! | Mahoutsukai no Yome,both_hit
6653883,40497,6288|14227|14741|17247|18671|22147|22663|24455|27601|29803|30206|30307|31338|31973|32615|34391|35073|35413|37210|37675,34,Beginner,7,12,2,3,1,2,2,2,2,level_tuned_product_hybrid,28121|40497|50602|2167|47161|270|42923|223|55830|32086|54863|38594,101,Mahouka Koukou no Rettousei: Raihousha-hen,Kidou Senshi Gundam 00 Movie: A Wakening of the Trailblazer | Tonari no Kaibutsu-kun | Chuunibyou demo Koi ga Shitai! | Machine-Doll wa Kizutsukanai | Chuunibyou demo Koi ga Shitai! Ren | Amagi Brilliant Park | Seiken Tsukai no World Break | Madan no Ou to Vanadis,"Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka | Mahouka Koukou no Rettousei: Raihousha-hen | Spy x Family Part 2 | Clannad | Shikkakumon no Saikyou Kenja | Hellsing | SK∞ | Dragon Ball | Fate/strange Fake | Blame! Movie | Trigun Stargaze | Kimi to, Nami ni Noretara",both_hit
6671563,34134,72|1689|4224|5680|9989|10087|11433|11741|11757|11887|14353|16498|19815|20507|20583|21881|23273|23755|25777|28223,55,Casual,1,9,1,4,2,2,2,1,1,level_tuned_product_hybrid,34134|35849|11111|50608|32105|31658|35788|3228|56038|481|18523|721,101,One Punch Man 2nd Season,Full Metal Panic? Fumoffu | Byousoku 5 Centimeter | Toradora! | K-On! | Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. | Fate/Zero | Ano Natsu de Matteru | Fate/Zero 2nd Season,One Punch Man 2nd Season | Darling in the FranXX | Another | Tokyo Revengers: Seiya Kessen-hen | Sousei no Onmyouji | Kuroko no Basket Movie 4: Last Game | Shokugeki no Souma: San no Sara | Zoku Sayonara Zetsubou Sensei | Lazarus | Yu☆Gi☆Oh! Duel Monsters | Senyuu. 2 | Princess Tutu,both_hit
6754700,32998,5|19|20|30|32|33|64|65|121|154|164|199|339|431|437|512|585|597|1029|1033,174,Fan,4,2,1,16,13,1,1,1,1,level_tuned_product_hybrid,32998|849|743|49520|35180|793|66|23385|28211|32937|50410|61316,101,91 Days,"Cowboy Bebop: Tengoku no Tobira | Monster | Naruto | Shinseiki Evangelion | Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni | Kenpuu Denki Berserk | Rozen Maiden | Rozen Maiden: Träumend",91 Days | Suzumiya Haruhi no Yuuutsu | Umi ga Kikoeru | Aharen-san wa Hakarenai | 3-gatsu no Lion 2nd Season | xxxHOLiC Movie: Manatsu no Yoru no Yume | Azumanga Daiou The Animation | Kyoukai no Kanata: Shinonome | Harmony | Kono Subarashii Sekai ni Shukufuku wo! 2 | One Piece Film: Red | Re:Zero kara Hajimeru Isekai Seikatsu 4th Season,both_hit
6786403,199,6|15|20|30|31|45|71|72|73|90|109|121|132|154|184|205|223|232|246|249,128,Casual,1,12,9,79,90,4,1,1,5,level_tuned_product_hybrid,953|12049|230|33080|199|35062|963|572|6956|37914|3467|51552,101,Sen to Chihiro no Kamikakushi,Trigun | Eyeshield 21 | Naruto | Shinseiki Evangelion | Shinseiki Evangelion Movie: Shi to Shinsei | Rurouni Kenshin: Meiji Kenkaku Romantan | Full Metal Panic! | Full Metal Panic? Fumoffu,"Juu Ou Sei | Fairy Tail Movie 1: Houou no Miko | Air Master | Brotherhood: Final Fantasy XV | Sen to Chihiro no Kamikakushi | Mahoutsukai no Yome | Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na"" | Kaze no Tani no Nausicaä | Working!! | Chikyuugai Shounen Shoujo | Nogizaka Haruka no Himitsu | Watashi no Shiawase na Kekkon",both_hit
