case_type,interpretation_hint,userID,user_level,profile_size,holdout_animeID,heldout_title,heldout_catalog_score,advanced_split_popularity_baseline_rank,xgboost_pairwise_ranker_rank,xgboost_pairwise_ranker_holdout_model_score,top1_animeID,top1_title,top12_titles,candidate_pool_size
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1473782317,Beginner,49,16918,Gin no Saji,8.09,9,14,-1.2617017030715942,54112,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,"Zom 100: Zombie ni Naru made ni Shitai 100 no Koto | Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai | New Game! | Fukumenkei Noise | Demi-chan wa Kataritai | Love Hina | Urusei Yatsura (2022) | Seitokai Yakuindomo* | Sono Bisque Doll wa Koi wo Suru Season 2 | Gantz | Made in Abyss Movie 2: Hourou Suru Tasogare | Nekomonogatari: Kuro",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,805379809,Fan,187,53050,"Kanojo, Okarishimasu 3rd Season",6.91,7,14,-2.3052778244018555,28825,Himouto! Umaru-chan,Himouto! Umaru-chan | ReLIFE | Kawaikereba Hentai demo Suki ni Natte Kuremasu ka? | WWW.Working!! | Shinryaku! Ika Musume | Sonny Boy | Kamisama no Memochou | Knight's & Magic | Tonari no Kaibutsu-kun | Grancrest Senki | Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu | Migi to Dali,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,807897640,Fan,158,10029,Coquelicot-zaka kara,7.78,6,14,-1.6429762840270996,14227,Tonari no Kaibutsu-kun,"Tonari no Kaibutsu-kun | Kiseijuu: Sei no Kakuritsu | C³ | Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita | Majo no Takkyuubin | Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season | Brothers Conflict | .hack//Sign | Doukyonin wa Hiza, Tokidoki, Atama no Ue. | Gakuen Alice | Yume-iro Pâtissière | Reikenzan: Hoshikuzu-tachi no Utage",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,927571173,Fan,278,430,Fullmetal Alchemist: The Conqueror of Shamballa,7.5,3,14,-1.9950679540634155,34881,Aho Girl,"Aho Girl | Oshiete! Galko-chan | Asu no Yoichi! | Servant x Service | Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!: Motenaishi, Nazomeite Miru | Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu | Deadman Wonderland: Akai Knife Tsukai | Hakuouki | One Piece Movie 08: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi | Mini Dragon | Gunslinger Girl | Kiniro no Corda: Primo Passo",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1592554179,Veteran,532,13055,Sankarea OVA,7.19,8,14,-2.0035812854766846,5114,Fullmetal Alchemist: Brotherhood,Fullmetal Alchemist: Brotherhood | Black Clover: Mahou Tei no Ken | Diamond no Ace: Second Season | Texhnolyze | Urusei Yatsura | Net-juu no Susume | Sora no Aosa wo Shiru Hito yo | Kono Bijutsu-bu ni wa Mondai ga Aru! | Munou na Nana | Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow | Asagao to Kase-san. | One Punch Man: Road to Hero,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1677793318,Fan,274,1943,Paprika,8.05,4,14,-2.5254859924316406,55791,[Oshi no Ko] 2nd Season,[Oshi no Ko] 2nd Season | Uma Musume: Pretty Derby | Nageki no Bourei wa Intai shitai Part 2 | The New Gate | Trapezium | Raise wa Tanin ga Ii | School Days | Burn the Witch #0.8 | Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2 | Tomodachi no Imouto ga Ore ni dake Uzai | Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season | Gleipnir,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1882498291,Fan,424,376,"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",7.12,10,14,-1.1720807552337646,39551,Tensei shitara Slime Datta Ken 2nd Season,Tensei shitara Slime Datta Ken 2nd Season | Fugou Keiji: Balance:Unlimited | Nerawareta Gakuen | Gleipnir | Kagewani | Harmonie | Kishuku Gakkou no Juliet | Aho Girl | HaruChika: Haruta to Chika wa Seishun suru | Groove Adventure Rave | Sengoku Night Blood | Nekojiru-sou,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1830456604,Casual,65,1195,Zero no Tsukaima,7.2,4,14,-1.707997441291809,33047,Fate/Extra: Last Encore,Fate/Extra: Last Encore | Magi: The Labyrinth of Magic | Lupin III | Toradora! | Himouto! Umaru-chan | Saenai Heroine no Sodatekata ♭ | Katanagatari | Dungeon Meshi | Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!! | Kamisama no Memochou | Shingeki no Kyojin: Ano Hi Kara | Eromanga-sensei,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1603702623,Veteran,610,25879,Working!!!,7.94,10,14,-1.3537588119506836,9989,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. | Muv-Luv Alternative: Total Eclipse | Prince of Stride: Alternative | Ookami-san to Shichinin no Nakama-tachi | Haikyuu!! Riku vs. Kuu | Kami nomi zo Shiru Sekai II | Yuru Camp△ | Strike the Blood: Valkyria no Oukoku-hen | Noragami OVA | Boushoku no Berserk | Nisemonogatari | Azur Lane: Bisoku Zenshin!,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1926535704,Veteran,807,30347,Nanatsu no Taizai OVA,7.47,5,14,-1.1308605670928955,60371,Seihantai na Kimi to Boku,Seihantai na Kimi to Boku | Pluto | Fumetsu no Anata e | Kingdom | Gridman Universe | Pokemon Diamond & Pearl | BanG Dream! Ave Mujica | Oroka na Tenshi wa Akuma to Odoru | Game Center Shoujo to Ibunka Kouryuu | Kaginado Season 2 | Under Ninja | Ponkotsu Fuuki Iin to Skirt-take ga Futekisetsu na JK no Hanashi,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1908708463,Beginner,13,22877,Seireitsukai no Blade Dance,6.65,11,14,-2.0261290073394775,35466,ReLIFE: Kanketsu-hen,ReLIFE: Kanketsu-hen | Kimetsu no Yaiba: Mugen Ressha-hen | Claymore | Naruto Movie 3: Dai Koufun! Mikazuki-jima no Animal Panic Dattebayo! | Overlord | Trinity Blood | Pokemon Movie 01: Mewtwo no Gyakushuu | Hataraku Saibou Black | Saihate no Paladin | Fate/Grand Order: Moonlight/Lostroom | Vandread | Seikimatsu Occult Gakuin,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,2024513689,Fan,228,34591,Natsume Yuujinchou Roku,8.61,12,14,-1.255774974822998,34798,Yuru Camp△,Yuru Camp△ | Tsurezure Children | Jigoku Shoujo Futakomori | Ao Haru Ride | Dennou Coil | Level E | Blood-C: The Last Dark | Koi wa Ameagari no You ni | Hikaru no Go | Yamada-kun to Lv999 no Koi wo Suru | Angel Beats! Another Epilogue | Kakumeiki Valvrave,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,739001516,Beginner,35,40902,Shokugeki no Souma: Gou no Sara,7.31,5,14,-1.7613617181777954,30296,Rakudai Kishi no Cavalry,Rakudai Kishi no Cavalry | Fullmetal Alchemist | Dr. Stone: Stone Wars | Wu Liuqi: Zui Qiang Fa Xing Shi | Heion Sedai no Idaten-tachi | Samurai Champloo | Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu | Cider no You ni Kotoba ga Wakiagaru | Busou Shoujo Machiavellianism | Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi | Inferno Cop | Pokemon Movie 21: Minna no Monogatari,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1223762265,Veteran,587,1132,Digimon Frontier,7.18,10,14,-1.93303644657135,41899,Ore dake Haireru Kakushi Dungeon,Ore dake Haireru Kakushi Dungeon | Atri: My Dear Moments | Nanatsu no Taizai: Kamigami no Gekirin | Aru Majo ga Shinu Made | Synduality: Noir | Yuu☆Yuu☆Hakusho | Akkun to Kanojo | Sakura Trick | JoJo no Kimyou na Bouken (TV) | Suzuka | Ao no Orchestra | Sacred Seven,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1220250319,Beginner,46,21647,Tamako Love Story,7.91,5,14,-2.195629596710205,28223,Death Parade,"Death Parade | Hikaru ga Shinda Natsu | Magia Record: Mahou Shoujo Madoka☆Magica Gaiden | Koori Zokusei Danshi to Cool na Douryou Joshi | Hataraku Saibou | Daimajuu Gekitou: Hagane no Oni | Berserk | Eikoku Koi Monogatari Emma | Yami Shibai | Muchuu sa, Kimi ni. | Arifureta Shokugyou de Sekai Saikyou 2nd Season | Little Witch Academia: Mahoujikake no Parade",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1147279258,Casual,110,2993,Rosario to Vampire,6.73,8,14,-1.9131163358688354,23755,Nanatsu no Taizai,Nanatsu no Taizai | Koutetsujou no Kabaneri | Mirai no Mirai | Gokushufudou | SK∞ | Kenpuu Denki Berserk | Island | Renai Boukun | Sankarea OVA | Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka? Namiuchigiwa no Okaasan wa Suki desu ka? | Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. | Toaru Majutsu no Index,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1132914245,Casual,91,11771,Kuroko no Basket,8.04,1,14,-0.39737337827682495,41103,Koi to Yobu ni wa Kimochi Warui,Koi to Yobu ni wa Kimochi Warui | Azumanga Daiou The Animation | Isekai Quartet Movie: Another World | Kino no Tabi: The Beautiful World | Fullmetal Alchemist: Premium Collection | Mashle: Shinkakusha Kouho Senbatsu Shiken-hen | Kara no Kyoukai Movie 5: Mujun Rasen | Teekyuu | Super no Ura de Yani Suu Futari | Koi to Uso: Isshou no Koi/Koi no Kimochi | Monster Musume no Iru Nichijou | Princess Princess,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1058336014,Fan,484,24703,High School DxD BorN,7.41,2,14,-1.407231092453003,23847,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku | Kuroshitsuji II | InuYasha: Kanketsu-hen | Gosick | Boku no Hero Academia (ONA) | Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi | Kakkou no Iinazuke | Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou | Jitsu wa Watashi wa | Kenka Banchou Otome: Girl Beats Boys | Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru | Shakugan no Shana III (Final)",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1122117487,Casual,145,853,Ouran Koukou Host Club,8.16,2,14,-2.4053568840026855,22199,Akame ga Kill!,"Akame ga Kill! | ReLIFE: Kanketsu-hen | Jitsu wa Ore, Saikyou deshita? | Nomad: Megalo Box 2 | Edens Zero | Paprika | Darker than Black: Ryuusei no Gemini | Snowball Earth | Densetsu no Yuusha no Densetsu | Owaranai Seraph | High School DxD BorN | White Album 2",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,997767614,Fan,459,27601,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,7.45,7,14,-2.230571746826172,34612,Saiki Kusuo no Ψ-nan 2,Saiki Kusuo no Ψ-nan 2 | Wonder Egg Priority | Kimi wa Houkago Insomnia | Binbougami ga! | Oushitsu Kyoushi Heine | Bokura ga Ita | Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss | Kaizoku Oujo | Non Non Biyori Repeat: Hotaru ga Tanoshinda | Shaman King | Eiga Daisuki Pompo-san | Higurashi no Naku Koro ni Gou,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1286023480,Casual,113,249,InuYasha,7.88,6,14,-1.5235421657562256,32951,Rokudenashi Majutsu Koushi to Akashic Records,Rokudenashi Majutsu Koushi to Akashic Records | Sousou no Frieren 2nd Season | Koutetsujou no Kabaneri | Hori-san to Miyamura-kun | Yama no Susume Third Season | Ojisan to Marshmallow | Stranger: Mukou Hadan | Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen | Kanon | Komori-san wa Kotowarenai! | Yamato Nadeshiko Shichihenge♥ | One Piece Movie 01,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1289552376,Casual,94,5341,Ookami to Koushinryou II,8.3,7,15,-1.4128395318984985,41467,Bleach: Sennen Kessen-hen,Bleach: Sennen Kessen-hen | Zankyou no Terror | Yu☆Gi☆Oh! | Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui! | Naruto Movie 1: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo! | Zero no Tsukaima F | Boruto: Naruto the Movie | One Piece Film: Gold | Yami Shibai | Yozakura Quartet: Tsuki ni Naku | Enen no Shouboutai | Digimon Adventure: Bokura no War Game!,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1074829267,Veteran,586,32686,Keijo!!!!!!!!,6.9,3,15,-1.6597445011138916,55887,"Kekkon suru tte, Hontou desu ka","Kekkon suru tte, Hontou desu ka | Enen no Shouboutai: San no Shou Part 2 | Tamon-kun Ima Docchi!? | Leadale no Daichi nite | MM! | Tiger & Bunny | Trigun Stampede | Overlord Movie 3: Sei Oukoku-hen | Kiniro Mosaic | Kyoukai no Kanata: Shinonome | Kakuriyo no Yadomeshi | Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!",101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,985675289,Casual,131,12293,Campione! Matsurowanu Kamigami to Kamigoroshi no Maou,6.9,8,15,-1.8856688737869263,2246,Mononoke,Mononoke | Suzumiya Haruhi no Yuuutsu | Ouran Koukou Host Club | Shinmai Maou no Testament | Kidou Senshi Gundam | Tada-kun wa Koi wo Shinai | Chi. Chikyuu no Undou ni Tsuite | Clannad | Magi: The Kingdom of Magic | Shingeki no Kyojin Movie 1: Guren no Yumiya | Dogs: Bullets & Carnage | Shisha no Teikoku,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1214140367,Casual,109,33506,Ao no Exorcist: Kyoto Fujouou-hen,7.34,5,15,-2.4143965244293213,30015,ReLIFE,ReLIFE | Tonikaku Kawaii | Seitokai Yakuindomo* | Koi to Senkyo to Chocolate | WWW.Working!! | Sora yori mo Tooi Basho | Grand Blue Season 2 | Kareshi Kanojo no Jijou | Grisaia no Rakuen | Sono Bisque Doll wa Koi wo Suru | Houseki no Kuni | Inu to Hasami wa Tsukaiyou,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,922876587,Casual,73,38753,Araburu Kisetsu no Otome-domo yo.,7.29,8,15,-1.7788429260253906,4224,Toradora!,Toradora! | Yuri!!! on Ice | Aggressive Retsuko | Hataraku Saibou | Koyomimonogatari | Dandadan 2nd Season | Bokusatsu Tenshi Dokuro-chan | Mairimashita! Iruma-kun | Oruchuban Ebichu | Yagate Kimi ni Naru | Gleipnir | Kara no Kyoukai Movie 5: Mujun Rasen,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1886767421,Veteran,546,5525,07-Ghost,7.18,11,15,-0.5567086935043335,38414,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna | Monster Musume no Iru Nichijou | Imawa no Kuni no Alice | Nisekoi OVA | Nisekoi: | Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2 | Fairy Tail: 100-nen Quest | Kakurenbo | JoJo no Kimyou na Bouken: Phantom Blood | Boku dake ga Inai Machi Recaps | Youjuu Toshi | Code Geass: Hangyaku no Lelouch R2 Picture Drama - Last Moratorium,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1422382896,Casual,60,51553,Tongari Boushi no Atelier,8.67,9,15,-1.4362107515335083,31478,Bungou Stray Dogs,Bungou Stray Dogs | Mo Dao Zu Shi: Wanjie Pian | Baccano! | Wolf's Rain | Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku | Mirai Nikki (TV) | Tsubasa Chronicle | IDOLiSH7 Third Beat! Part 2 | High Score Girl | Fairy Tail | Cardcaptor Sakura: Clear Card-hen | 2.43: Seiin Koukou Danshi Volley-bu,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1388966279,Veteran,573,1575,Code Geass: Hangyaku no Lelouch,8.71,1,15,-1.545190691947937,22729,Aldnoah.Zero,Aldnoah.Zero | Kami no Tou | Ling Qi | Watashi ga Motete Dousunda | Ranpo Kitan: Game of Laplace | Death Note: Rewrite | Tensei shitara Slime Datta Ken 3rd Season | Mahou Shoujo Site | Gakkou no Kaidan | Mahouka Koukou no Rettousei: Tsuioku-hen | Da Yu Hai Tang (Movie) | Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1755183213,Fan,452,25159,Inou-Battle wa Nichijou-kei no Naka de,7.04,4,15,-1.5152287483215332,578,Hotaru no Haka,Hotaru no Haka | Nageki no Bourei wa Intai shitai | Mononoke | Texhnolyze | Sword Art Online: Extra Edition | Boku no Kokoro no Yabai Yatsu | Darker than Black: Kuro no Keiyakusha Gaiden | Magic Maker: Isekai Mahou no Tsukurikata | Michiko to Hatchin | Hanebado! | Tu Bian Yingxiong Leaf | Bartender,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1618943054,Fan,151,60285,Sakamoto Days Part 2,7.91,11,15,-1.8494967222213745,3092,Junjou Romantica,Junjou Romantica | Yuri!!! on Ice | School Days | Tsubasa: Shunraiki | .hack//Tasogare no Udewa Densetsu | Panty & Stocking with Garterbelt | Wolf's Rain OVA | Ojamajo Doremi | Akudama Drive | Taishou Otome Otogibanashi | Mamoru-kun ni Megami no Shukufuku wo! | Break Blade Movie 3: Kyoujin no Ato,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1614229540,Veteran,728,21557,Omoide no Marnie,8.04,5,15,-1.074448585510254,41006,Higurashi no Naku Koro ni Gou,Higurashi no Naku Koro ni Gou | Violet Evergarden | Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero | Rikei ga Koi ni Ochita no de Shoumei shitemita. | Akebi-chan no Sailor-fuku | Sakugan | Machikado Mazoku | Ryuugajou Nanana no Maizoukin | Shoukoku no Altair | Look Back | Koukyoushihen Eureka Seven | Full Metal Panic? Fumoffu,101
hybrid_failure_vs_popularity,Popularity found the holdout but the profile-level tuned product hybrid missed the visible row.,1613465607,Fan,312,38483,Ore wo Suki nano wa Omae dake ka yo,7.29,4,15,-0.9176854491233826,8937,Toaru Majutsu no Index II,Toaru Majutsu no Index II | Code:Breaker | Pokemon Movie 08: Mew to Hadou no Yuusha Lucario | Zoku Sayonara Zetsubou Sensei | Diamond no Ace: Second Season | Osomatsu-san | Hajime no Ippo: Boxer no Kobushi | Oniichan dakedo Ai sae Areba Kankeinai yo ne! | Pokemon Crystal: Raikou Ikazuchi no Densetsu | Top wo Nerae! & Top wo Nerae 2! Gattai Movie!! | Rakudai Kishi no Cavalry | Nagato Yuki-chan no Shoushitsu,101
hard_failure_rank_over_50,The held-out liked title was buried; this is a systematic failure candidate.,784969894,Veteran,1539,10177,DD Hokuto no Ken,6.04,74,51,-2.563030958175659,12531,Sakamichi no Apollon,Sakamichi no Apollon | Kodomo no Omocha (TV) | Juushin Enbu: Hero Tales | Tetsujin 28-gou (2004) | City Hunter 2 | Hokuto no Ken: Raoh Gaiden Gekitou-hen | Break Blade Movie Picture Drama | Nerima Daikon Brothers | Kikumana | Little Busters! | Ashita no Joe 2 | Nana Recaps,101
hard_failure_rank_over_50,The held-out liked title was buried; this is a systematic failure candidate.,2037726857,Fan,290,12865,Ai wa KAT-TUN,5.12,87,51,-4.763383865356445,21339,Psycho-Pass Movie 1,"Psycho-Pass Movie 1 | Mahouka Koukou no Rettousei | Ushinawareta Mirai wo Motomete | Arve Rezzle: Kikaijikake no Yousei-tachi | Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou | Honey Lemon Soda | Code Geass: Hangyaku no Lelouch II - Handou | Jaku-Chara Tomozaki-kun 2nd Stage | Code Geass: Hangyaku no Lelouch Picture Drama | Liz to Aoi Tori | Ayashi no Ceres | Guilty Crown: 4-koma Gekijou",101
hard_failure_rank_over_50,The held-out liked title was buried; this is a systematic failure candidate.,1639924023,Casual,80,2716,Urayasu Tekkin Kazoku,6.91,70,52,-4.98689079284668,19647,Hajime no Ippo: Rising,Hajime no Ippo: Rising | Seihou Bukyou Outlaw Star | Lupin the IIIrd: Chikemuri no Ishikawa Goemon | D.Gray-man | Psycho-Pass | Gekkan Shoujo Nozaki-kun | Kenja no Mago | Yamada-kun to Lv999 no Koi wo Suru | Gachiakuta | New Initial D Movie: Legend 3 - Mugen | Tonari no Seki-kun | Furiko,101
hard_failure_rank_over_50,The held-out liked title was buried; this is a systematic failure candidate.,1649324367,Beginner,12,25801,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,7.55,62,52,-2.6432416439056396,17247,Machine-Doll wa Kizutsukanai,Machine-Doll wa Kizutsukanai | Shingeki no Kyojin: The Final Season - Kanketsu-hen | Mahou Shoujo Ikusei Keikaku | Kamisama no Inai Nichiyoubi | Yaku nara Mug Cup mo | Ooya-san wa Shishunki! | Danshi Koukousei no Nichijou | Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai | Dr. Stone: Ryuusui | Gochuumon wa Usagi desu ka? Bloom | Sekai Seifuku: Bouryaku no Zvezda | High School Fleet OVA,101
hard_failure_rank_over_50,The held-out liked title was buried; this is a systematic failure candidate.,1757842604,Fan,212,40969,Jintian Kaishi Zuo Mingxing,6.94,66,53,-3.004584312438965,19023,"Wake Up, Girls!","Wake Up, Girls! | Nisekoi: | Masamune-kun no Revenge | Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita. | Dumbbell Nan Kilo Moteru? | Umineko no Naku Koro ni | Vampire Knight | Raise wa Tanin ga Ii | Chi. Chikyuu no Undou ni Tsuite | Btooom! | Yume Juuya | Nekopara OVA",101
hard_failure_rank_over_50,The held-out liked title was buried; this is a systematic failure candidate.,1035583710,Casual,54,3550,Midori no Makibao,6.93,82,54,-4.974503993988037,59062,Gachiakuta,Gachiakuta | Digimon Beatbreak | Digimon Adventure: Bokura no War Game! | Saigo ni Hitotsu dake Onegai shitemo Yoroshii deshou ka | Blue Lock | Majo no Takkyuubin | Ponkotsu Fuuki Iin to Skirt-take ga Futekisetsu na JK no Hanashi | Shingeki no Kyojin Season 3 | NieR:Automata Ver1.1a Part 2 | Omoide no Marnie | Kono Kaisha ni Suki na Hito ga Imasu | Inu x Boku SS,101
hard_failure_rank_over_50,The held-out liked title was buried; this is a systematic failure candidate.,1210350990,Veteran,974,36861,Itazura Majo to Nemuranai Machi,5.91,59,55,-2.7417869567871094,32979,Flip Flappers,Flip Flappers | Shingeki no Kyojin: Lost Girls | Granblue Fantasy The Animation | Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen | Durarara!!x2 Ketsu | Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou | Top wo Nerae! Gunbuster | Sarusuberi: Miss Hokusai | Tokyo ESP | Yahari Ore no Seishun Love Comedy wa Machigatteiru. | Hidan no Aria AA | School Days: Magical Heart Kokoro-chan,101
hard_failure_rank_over_50,The held-out liked title was buried; this is a systematic failure candidate.,2096823372,Veteran,1807,6163,Kuroshitsuji Recap,7.18,23,56,-2.3691742420196533,57555,Chainsaw Man Movie: Reze-hen,Chainsaw Man Movie: Reze-hen | Tsuki ga Kirei | Banana Fish | Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara | Senki Zesshou Symphogear | Final Fantasy XV: Episode Ardyn - Prologue | Tenchi Muyou! Ryououki | Golgo 13 | Houkago no Pleiades | Kyouran Kazoku Nikki | MahoYome | Miyakawa-ke no Kuufuku,101
hard_failure_rank_over_50,The held-out liked title was buried; this is a systematic failure candidate.,1444404517,Beginner,11,9874,Touhou Niji Sousaku Doujin Anime: Musou Kakyou,7.31,35,57,-5.168668270111084,48316,Kage no Jitsuryokusha ni Naritakute!,"Kage no Jitsuryokusha ni Naritakute! | Rokudenashi Majutsu Koushi to Akashic Records | Wind Breaker | Satsuriku no Tenshi | Magi: Sinbad no Bouken (TV) | Skip Beat! | Himouto! Umaru-chan | Vandread: The Second Stage | Dr. Stone: Science Future Part 2 | Assassins Pride | Bleach: The Sealed Sword Frenzy | Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",101
hard_failure_rank_over_50,The held-out liked title was buried; this is a systematic failure candidate.,1045633499,Casual,92,33697,Gravity Daze The Animation: Ouverture,6.46,60,57,-4.975130558013916,27989,Hibike! Euphonium,"Hibike! Euphonium | Evangelion Movie 2: Ha | Saenai Heroine no Sodatekata | Saint Seiya | Ansatsu Kyoushitsu: Deai no Jikan | Gosick | Yuusha, Yamemasu | Uma Musume: Pretty Derby Season 3 | Violet Evergarden: Recollections | Soul Eater NOT! | Inuyashiki | Gake no Ue no Ponyo",101
hard_failure_rank_over_50,The held-out liked title was buried; this is a systematic failure candidate.,913046603,Beginner,48,44248,Fate/Grand Carnival,7.7,22,58,-4.265164852142334,42938,Fruits Basket: The Final,Fruits Basket: The Final | NHK ni Youkoso! | Shoujo Shuumatsu Ryokou | Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai | Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken | Love Live! School Idol Project | Momokuri | Zero no Tsukaima: Futatsuki no Kishi | SSSS.Dynazenon | Evangelion Movie 1: Jo | Dive!! | Kimetsu no Yaiba: Hashira Geiko-hen,101
hard_failure_rank_over_50,The held-out liked title was buried; this is a systematic failure candidate.,2022490755,Fan,151,32601,12-sai.: Chicchana Mune no Tokimeki,6.42,39,59,-3.9479191303253174,16664,Kaguya-hime no Monogatari,Kaguya-hime no Monogatari | Luo Xiaohei Zhanji (Movie) | Somali to Mori no Kamisama | World Trigger | Oushitsu Kyoushi Heine | Kai Byoui Ramune | Shadows House | 3-gatsu no Lion 2nd Season | Shuumatsu no Walküre III | Petit Clover Advance | Re:Zero kara Hajimeru Break Time | Magatsu Wahrheit: Zuerst,101
